game_number, agent_type, agent_color, agent_decision_time
0, _random, _white_, _0.15562199999999984
0, _random_splay, _black_, _0.1695349999999998
1, _random, _white_, _0.07074199999999994
1, _random_splay, _black_, _0.07277099999999995
2, _random, _white_, _0.17346399999999979
2, _random_splay, _black_, _0.18743799999999977
3, _random, _white_, _0.16159499999999982
3, _random_splay, _black_, _0.17054699999999978
4, _random, _white_, _0.08283099999999992
4, _random_splay, _black_, _0.09568899999999991
5, _random, _white_, _0.1544999999999998
5, _random_splay, _black_, _0.1576809999999998
6, _random, _white_, _0.05791499999999997
6, _random_splay, _black_, _0.06480499999999995
7, _random, _white_, _0.14073599999999983
7, _random_splay, _black_, _0.1694649999999998
8, _random, _white_, _0.06284999999999995
8, _random_splay, _black_, _0.05682999999999996
9, _random, _white_, _0.12658799999999987
9, _random_splay, _black_, _0.11586399999999986
10, _random, _white_, _0.25182599999999966
10, _random_splay, _black_, _0.2691619999999998
11, _random, _white_, _0.1062349999999999
11, _random_splay, _black_, _0.10095199999999989
12, _random, _white_, _0.07796099999999995
12, _random_splay, _black_, _0.09824299999999991
13, _random, _white_, _0.11692899999999988
13, _random_splay, _black_, _0.11689799999999989
14, _random, _white_, _0.09203499999999991
14, _random_splay, _black_, _0.10378599999999989
15, _random, _white_, _0.06101799999999997
15, _random_splay, _black_, _0.07945999999999996
16, _random, _white_, _0.13880599999999985
16, _random_splay, _black_, _0.14266299999999982
17, _random, _white_, _0.02306
17, _random_splay, _black_, _0.029947000000000012
18, _random, _white_, _0.17820699999999978
18, _random_splay, _black_, _0.1849949999999998
19, _random, _white_, _0.15659199999999984
19, _random_splay, _black_, _0.1660229999999998
20, _random, _white_, _0.13602399999999987
20, _random_splay, _black_, _0.14815599999999984
21, _random, _white_, _0.019028
21, _random_splay, _black_, _0.02794900000000001
22, _random, _white_, _0.14372899999999983
22, _random_splay, _black_, _0.15370999999999985
23, _random, _white_, _0.13667599999999985
23, _random_splay, _black_, _0.14066199999999981
24, _random, _white_, _0.046864999999999976
24, _random_splay, _black_, _0.036892999999999995
25, _random, _white_, _0.09283499999999993
25, _random_splay, _black_, _0.09325699999999995
26, _random, _white_, _0.1568869999999998
26, _random_splay, _black_, _0.1807759999999998
27, _random, _white_, _0.13060999999999992
27, _random_splay, _black_, _0.11966499999999988
28, _random, _white_, _0.1574479999999998
28, _random_splay, _black_, _0.1675989999999998
29, _random, _white_, _0.15286799999999984
29, _random_splay, _black_, _0.17509299999999978
30, _random, _white_, _0.050844999999999974
30, _random_splay, _black_, _0.047235999999999986
31, _random, _white_, _0.10476799999999988
31, _random_splay, _black_, _0.10689099999999988
32, _random, _white_, _0.2612939999999997
32, _random_splay, _black_, _0.26059599999999966
33, _random, _white_, _0.10177299999999989
33, _random_splay, _black_, _0.12085099999999985
34, _random, _white_, _0.13559799999999989
34, _random_splay, _black_, _0.13629499999999986
35, _random, _white_, _0.20989999999999967
35, _random_splay, _black_, _0.20937799999999973
36, _random, _white_, _0.04084299999999999
36, _random_splay, _black_, _0.04988499999999998
37, _random, _white_, _0.02092
37, _random_splay, _black_, _0.02695
38, _random, _white_, _0.08778399999999992
38, _random_splay, _black_, _0.08877399999999992
39, _random, _white_, _0.13870299999999983
39, _random_splay, _black_, _0.12557199999999988
40, _random, _white_, _0.0823879999999999
40, _random_splay, _black_, _0.08665299999999991
41, _random, _white_, _0.1598229999999998
41, _random_splay, _black_, _0.17659799999999978
42, _random, _white_, _0.48132100000000105
42, _random_splay, _black_, _0.4824400000000013
43, _random, _white_, _0.12659999999999988
43, _random_splay, _black_, _0.12475199999999989
44, _random, _white_, _0.09030499999999991
44, _random_splay, _black_, _0.08279399999999994
45, _random, _white_, _0.05181899999999997
45, _random_splay, _black_, _0.06035499999999996
46, _random, _white_, _0.017953000000000004
46, _random_splay, _black_, _0.020439
47, _random, _white_, _0.13562099999999988
47, _random_splay, _black_, _0.15847799999999984
48, _random, _white_, _0.039917999999999995
48, _random_splay, _black_, _0.022884000000000005
49, _random, _white_, _0.17298299999999975
49, _random_splay, _black_, _0.16652199999999978
50, _random, _white_, _0.03806
50, _random_splay, _black_, _0.038928000000000004
51, _random, _white_, _0.028993000000000005
51, _random_splay, _black_, _0.025991
52, _random, _white_, _0.15494299999999983
52, _random_splay, _black_, _0.15175299999999983
53, _random, _white_, _0.13387499999999988
53, _random_splay, _black_, _0.13892399999999988
54, _random, _white_, _0.13846299999999984
54, _random_splay, _black_, _0.13615799999999983
55, _random, _white_, _0.05391399999999999
55, _random_splay, _black_, _0.05884099999999997
56, _random, _white_, _0.14157599999999987
56, _random_splay, _black_, _0.15868099999999982
57, _random, _white_, _0.24810899999999964
57, _random_splay, _black_, _0.28553199999999995
58, _random, _white_, _0.06292799999999997
58, _random_splay, _black_, _0.06082699999999998
59, _random, _white_, _0.11599499999999988
59, _random_splay, _black_, _0.14720699999999987
60, _random, _white_, _0.13803899999999986
60, _random_splay, _black_, _0.14260499999999982
61, _random, _white_, _0.14167899999999983
61, _random_splay, _black_, _0.16133199999999984
62, _random, _white_, _0.09730699999999992
62, _random_splay, _black_, _0.11178299999999988
63, _random, _white_, _0.1710079999999998
63, _random_splay, _black_, _0.1601199999999998
64, _random, _white_, _0.06785199999999995
64, _random_splay, _black_, _0.06880999999999995
65, _random, _white_, _0.06588099999999998
65, _random_splay, _black_, _0.08469699999999997
66, _random, _white_, _0.09471499999999997
66, _random_splay, _black_, _0.0997219999999999
67, _random, _white_, _0.18933699999999978
67, _random_splay, _black_, _0.18160999999999977
68, _random, _white_, _0.09576399999999992
68, _random_splay, _black_, _0.09777799999999992
69, _random, _white_, _0.10671399999999989
69, _random_splay, _black_, _0.10968299999999988
70, _random, _white_, _0.09270799999999994
70, _random_splay, _black_, _0.0948199999999999
71, _random, _white_, _0.1484269999999998
71, _random_splay, _black_, _0.14876499999999981
72, _random, _white_, _0.06584799999999995
72, _random_splay, _black_, _0.07476799999999993
73, _random, _white_, _0.09973799999999991
73, _random_splay, _black_, _0.10786199999999989
74, _random, _white_, _0.10579899999999988
74, _random_splay, _black_, _0.1101109999999999
75, _random, _white_, _0.09488499999999991
75, _random_splay, _black_, _0.09804499999999994
76, _random, _white_, _0.14050099999999985
76, _random_splay, _black_, _0.1724119999999998
77, _random, _white_, _0.10114399999999996
77, _random_splay, _black_, _0.09620999999999992
78, _random, _white_, _0.13577599999999984
78, _random_splay, _black_, _0.1271159999999999
79, _random, _white_, _0.1035539999999999
79, _random_splay, _black_, _0.09630499999999989
80, _random, _white_, _0.12458199999999987
80, _random_splay, _black_, _0.1297199999999999
81, _random, _white_, _0.2044869999999997
81, _random_splay, _black_, _0.19530599999999979
82, _random, _white_, _0.07279599999999993
82, _random_splay, _black_, _0.08092899999999993
83, _random, _white_, _0.1527319999999998
83, _random_splay, _black_, _0.16339999999999977
84, _random, _white_, _0.13960299999999987
84, _random_splay, _black_, _0.12962199999999988
85, _random, _white_, _0.02792800000000001
85, _random_splay, _black_, _0.032937999999999995
86, _random, _white_, _0.06589399999999998
86, _random_splay, _black_, _0.07273899999999996
87, _random, _white_, _0.14169899999999985
87, _random_splay, _black_, _0.13949799999999984
88, _random, _white_, _0.09575799999999993
88, _random_splay, _black_, _0.10863099999999991
89, _random, _white_, _0.07378199999999993
89, _random_splay, _black_, _0.06482799999999997
90, _random, _white_, _0.3511580000000003
90, _random_splay, _black_, _0.3899550000000005
91, _random, _white_, _0.12138199999999985
91, _random_splay, _black_, _0.1480279999999998
92, _random, _white_, _0.039897
92, _random_splay, _black_, _0.03688400000000001
93, _random, _white_, _0.22333099999999972
93, _random_splay, _black_, _0.22261799999999968
94, _random, _white_, _0.058925999999999985
94, _random_splay, _black_, _0.06169499999999996
95, _random, _white_, _0.005985000000000001
95, _random_splay, _black_, _0.008975
96, _random, _white_, _0.11069899999999987
96, _random_splay, _black_, _0.10922099999999989
97, _random, _white_, _0.08830099999999991
97, _random_splay, _black_, _0.10117999999999991
98, _random, _white_, _0.14675799999999983
98, _random_splay, _black_, _0.1629919999999998
99, _random, _white_, _0.007973000000000001
99, _random_splay, _black_, _0.012943999999999999
100, _random, _white_, _0.08279599999999995
100, _random_splay, _black_, _0.07991099999999995
101, _random, _white_, _0.16461599999999982
101, _random_splay, _black_, _0.1744239999999998
102, _random, _white_, _0.22836399999999968
102, _random_splay, _black_, _0.23344899999999963
103, _random, _white_, _0.05083
103, _random_splay, _black_, _0.04995300000000001
104, _random, _white_, _0.08265599999999994
