game_number, agent_type, agent_color, agent_decision_time
0, _random, _white_, _0.08088699999999992
0, _random_trie, _black_, _0.1266159999999999
1, _random, _white_, _0.07787799999999996
1, _random_trie, _black_, _0.1106589999999999
2, _random, _white_, _0.049895999999999975
2, _random_trie, _black_, _0.06509999999999996
3, _random, _white_, _0.09584099999999994
3, _random_trie, _black_, _0.08823299999999992
4, _random, _white_, _0.10767399999999988
4, _random_trie, _black_, _0.11671799999999986
5, _random, _white_, _0.11178199999999988
5, _random_trie, _black_, _0.12562499999999985
6, _random, _white_, _0.14172899999999986
6, _random_trie, _black_, _0.1614249999999998
7, _random, _white_, _0.08871699999999995
7, _random_trie, _black_, _0.08576099999999993
8, _random, _white_, _0.14566399999999982
8, _random_trie, _black_, _0.16349599999999978
9, _random, _white_, _0.07467799999999997
9, _random_trie, _black_, _0.07281599999999994
10, _random, _white_, _0.023992000000000003
10, _random_trie, _black_, _0.018978000000000005
11, _random, _white_, _0.06105999999999997
11, _random_trie, _black_, _0.05687599999999996
12, _random, _white_, _0.07436899999999995
12, _random_trie, _black_, _0.09982999999999993
13, _random, _white_, _0.4301780000000006
13, _random_trie, _black_, _0.4237210000000006
14, _random, _white_, _0.16559099999999985
14, _random_trie, _black_, _0.2016389999999997
15, _random, _white_, _0.15212999999999985
15, _random_trie, _black_, _0.16864799999999985
16, _random, _white_, _0.18649999999999983
16, _random_trie, _black_, _0.19251399999999977
17, _random, _white_, _0.08423999999999995
17, _random_trie, _black_, _0.10313399999999993
18, _random, _white_, _0.1153199999999999
18, _random_trie, _black_, _0.14389699999999989
19, _random, _white_, _0.1687859999999998
19, _random_trie, _black_, _0.16982899999999979
20, _random, _white_, _0.21950699999999965
20, _random_trie, _black_, _0.22934399999999971
21, _random, _white_, _0.2281419999999997
21, _random_trie, _black_, _0.2747139999999999
22, _random, _white_, _0.09901799999999991
22, _random_trie, _black_, _0.09919599999999991
23, _random, _white_, _0.004992000000000001
23, _random_trie, _black_, _0.005066
24, _random, _white_, _0.06100799999999996
24, _random_trie, _black_, _0.057856999999999985
