game_number, agent_type, agent_color, agent_decision_time
0, _minimax, _white_, _0.27756699999999995
0, _minimax_splay, _black_, _0.429812
1, _minimax, _white_, _0.27500299999999994
1, _minimax_splay, _black_, _0.24565899999999993
2, _minimax, _white_, _0.13462299999999996
2, _minimax_splay, _black_, _0.09074899999999998
3, _minimax, _white_, _0.4348860000000003
3, _minimax_splay, _black_, _0.42683900000000025
4, _minimax, _white_, _0.3268150000000003
4, _minimax_splay, _black_, _0.4091850000000006
5, _minimax, _white_, _0.248067
5, _minimax_splay, _black_, _0.20746199999999992
6, _minimax, _white_, _0.21773999999999985
6, _minimax_splay, _black_, _0.29857000000000017
7, _minimax, _white_, _0.20995899999999987
7, _minimax_splay, _black_, _0.32974400000000015
8, _minimax, _white_, _0.26476000000000005
8, _minimax_splay, _black_, _0.23157799999999995
9, _minimax, _white_, _0.35731100000000016
9, _minimax_splay, _black_, _0.30652200000000007
10, _minimax, _white_, _0.2832839999999999
10, _minimax_splay, _black_, _0.26901200000000003
11, _minimax, _white_, _0.420904
11, _minimax_splay, _black_, _0.23485799999999987
12, _minimax, _white_, _0.3211059999999999
12, _minimax_splay, _black_, _0.4508250000000004
13, _minimax, _white_, _0.3743800000000002
13, _minimax_splay, _black_, _0.3195900000000005
14, _minimax, _white_, _0.15335100000000002
14, _minimax_splay, _black_, _0.14563599999999996
15, _minimax, _white_, _0.3642079999999999
15, _minimax_splay, _black_, _0.205648
16, _minimax, _white_, _0.6782870000000003
16, _minimax_splay, _black_, _0.4819960000000006
17, _minimax, _white_, _0.20750499999999988
17, _minimax_splay, _black_, _0.3530040000000001
18, _minimax, _white_, _0.30313500000000004
18, _minimax_splay, _black_, _0.3381440000000002
19, _minimax, _white_, _0.43284900000000004
19, _minimax_splay, _black_, _0.19946499999999986
20, _minimax, _white_, _0.17450099999999993
20, _minimax_splay, _black_, _0.39104099999999986
21, _minimax, _white_, _0.046847
21, _minimax_splay, _black_, _0.12269899999999997
22, _minimax, _white_, _0.18858499999999995
22, _minimax_splay, _black_, _0.132557
23, _minimax, _white_, _0.489277
23, _minimax_splay, _black_, _0.33014300000000024
24, _minimax, _white_, _0.6642359999999998
24, _minimax_splay, _black_, _0.23035699999999978
25, _minimax, _white_, _0.22746499999999983
25, _minimax_splay, _black_, _0.33966800000000025
26, _minimax, _white_, _0.31273599999999996
26, _minimax_splay, _black_, _0.3730990000000005
27, _minimax, _white_, _0.20185999999999985
27, _minimax_splay, _black_, _0.2961409999999999
28, _minimax, _white_, _0.3438970000000001
28, _minimax_splay, _black_, _0.3657140000000001
29, _minimax, _white_, _0.25919899999999985
29, _minimax_splay, _black_, _0.341193
30, _minimax, _white_, _0.3330500000000002
30, _minimax_splay, _black_, _0.4309100000000001
31, _minimax, _white_, _0.14962399999999995
31, _minimax_splay, _black_, _0.202428
32, _minimax, _white_, _0.3729190000000003
32, _minimax_splay, _black_, _0.19506499999999988
33, _minimax, _white_, _0.19927199999999998
33, _minimax_splay, _black_, _0.325843
34, _minimax, _white_, _0.2184540000000001
34, _minimax_splay, _black_, _0.15537499999999996
35, _minimax, _white_, _0.3102069999999998
35, _minimax_splay, _black_, _0.4948830000000007
36, _minimax, _white_, _0.17213199999999998
36, _minimax_splay, _black_, _0.17389
37, _minimax, _white_, _0.18592899999999996
37, _minimax_splay, _black_, _0.227184
38, _minimax, _white_, _0.42119700000000004
38, _minimax_splay, _black_, _0.2246239999999999
39, _minimax, _white_, _0.23931799999999978
39, _minimax_splay, _black_, _0.4397140000000001
40, _minimax, _white_, _0.3133970000000001
40, _minimax_splay, _black_, _0.47596100000000024
41, _minimax, _white_, _0.42670600000000053
41, _minimax_splay, _black_, _0.34138500000000027
42, _minimax, _white_, _0.2820729999999999
42, _minimax_splay, _black_, _0.42969300000000016
43, _minimax, _white_, _0.33560799999999996
43, _minimax_splay, _black_, _0.14606299999999992
44, _minimax, _white_, _0.29823199999999994
44, _minimax_splay, _black_, _0.3121350000000003
45, _minimax, _white_, _0.15456399999999998
45, _minimax_splay, _black_, _0.12075999999999998
46, _minimax, _white_, _0.298231
46, _minimax_splay, _black_, _0.16916299999999992
47, _minimax, _white_, _0.2254609999999999
47, _minimax_splay, _black_, _0.2470029999999999
48, _minimax, _white_, _0.4748500000000002
48, _minimax_splay, _black_, _0.3961440000000007
49, _minimax, _white_, _0.196703
49, _minimax_splay, _black_, _0.22705100000000003
50, _minimax, _white_, _0.21462599999999987
50, _minimax_splay, _black_, _0.33678300000000033
51, _minimax, _white_, _0.4197570000000007
51, _minimax_splay, _black_, _0.5547060000000006
52, _minimax, _white_, _0.18647299999999994
52, _minimax_splay, _black_, _0.3618119999999999
53, _minimax, _white_, _0.2999779999999999
53, _minimax_splay, _black_, _0.292681
54, _minimax, _white_, _0.46584000000000003
54, _minimax_splay, _black_, _0.28516600000000025
55, _minimax, _white_, _0.3901310000000004
55, _minimax_splay, _black_, _0.3079450000000001
56, _minimax, _white_, _0.35155400000000003
56, _minimax_splay, _black_, _0.3897740000000005
57, _minimax, _white_, _0.3611100000000001
57, _minimax_splay, _black_, _0.29264700000000005
58, _minimax, _white_, _0.2927260000000001
58, _minimax_splay, _black_, _0.33809300000000025
59, _minimax, _white_, _0.20545199999999988
59, _minimax_splay, _black_, _0.3122959999999999
60, _minimax, _white_, _0.32585600000000026
60, _minimax_splay, _black_, _0.45814600000000016
61, _minimax, _white_, _0.397008
61, _minimax_splay, _black_, _0.20236699999999988
62, _minimax, _white_, _0.466292
62, _minimax_splay, _black_, _0.16687499999999994
63, _minimax, _white_, _0.3355440000000002
63, _minimax_splay, _black_, _0.265057
64, _minimax, _white_, _0.1865349999999999
64, _minimax_splay, _black_, _0.15070499999999995
65, _minimax, _white_, _0.27192900000000003
65, _minimax_splay, _black_, _0.11208700000000002
66, _minimax, _white_, _0.31927400000000006
66, _minimax_splay, _black_, _0.3377980000000001
67, _minimax, _white_, _0.278753
67, _minimax_splay, _black_, _0.3328010000000001
68, _minimax, _white_, _0.4365710000000003
68, _minimax_splay, _black_, _0.4557310000000003
69, _minimax, _white_, _0.264908
69, _minimax_splay, _black_, _0.30507100000000004
70, _minimax, _white_, _0.37051900000000026
70, _minimax_splay, _black_, _0.49670100000000017
71, _minimax, _white_, _0.3470130000000002
71, _minimax_splay, _black_, _0.2778470000000001
72, _minimax, _white_, _0.39366300000000004
72, _minimax_splay, _black_, _0.2350529999999999
73, _minimax, _white_, _0.18205099999999985
73, _minimax_splay, _black_, _0.5500869999999999
74, _minimax, _white_, _0.090785
74, _minimax_splay, _black_, _0.09245
75, _minimax, _white_, _0.267376
75, _minimax_splay, _black_, _0.20951499999999995
76, _minimax, _white_, _0.2314659999999999
76, _minimax_splay, _black_, _0.437346
77, _minimax, _white_, _0.14365499999999998
77, _minimax_splay, _black_, _0.28257600000000005
78, _minimax, _white_, _0.3109410000000003
78, _minimax_splay, _black_, _0.2290209999999998
79, _minimax, _white_, _0.4513310000000001
79, _minimax_splay, _black_, _0.2926320000000002
80, _minimax, _white_, _0.4890320000000003
80, _minimax_splay, _black_, _0.20967099999999994
81, _minimax, _white_, _0.5116580000000001
81, _minimax_splay, _black_, _0.20249799999999984
82, _minimax, _white_, _0.2686979999999999
82, _minimax_splay, _black_, _0.28129299999999985
83, _minimax, _white_, _0.37872500000000003
83, _minimax_splay, _black_, _0.3312430000000004
84, _minimax, _white_, _0.26697499999999996
84, _minimax_splay, _black_, _0.3688440000000001
85, _minimax, _white_, _0.31549699999999997
85, _minimax_splay, _black_, _0.14128099999999993
86, _minimax, _white_, _0.313073
86, _minimax_splay, _black_, _0.3455649999999999
87, _minimax, _white_, _0.3288690000000002
87, _minimax_splay, _black_, _0.269949
88, _minimax, _white_, _0.3416759999999999
88, _minimax_splay, _black_, _0.3171480000000002
89, _minimax, _white_, _0.18746499999999988
89, _minimax_splay, _black_, _0.46716200000000013
90, _minimax, _white_, _0.31721200000000027
90, _minimax_splay, _black_, _0.33687100000000003
91, _minimax, _white_, _0.32812100000000016
91, _minimax_splay, _black_, _0.29028800000000005
92, _minimax, _white_, _0.4328630000000001
92, _minimax_splay, _black_, _0.283868
93, _minimax, _white_, _0.035005
93, _minimax_splay, _black_, _0.023987999999999995
94, _minimax, _white_, _0.19773200000000005
94, _minimax_splay, _black_, _0.14868799999999993
95, _minimax, _white_, _0.31023900000000015
95, _minimax_splay, _black_, _0.350058
96, _minimax, _white_, _0.35819499999999993
96, _minimax_splay, _black_, _0.33353299999999997
97, _minimax, _white_, _0.3380560000000001
97, _minimax_splay, _black_, _0.17858599999999994
98, _minimax, _white_, _0.3436440000000002
98, _minimax_splay, _black_, _0.21628499999999992
99, _minimax, _white_, _0.31318399999999985
99, _minimax_splay, _black_, _0.42286700000000016
100, _minimax, _white_, _0.19672199999999987
100, _minimax_splay, _black_, _0.2803890000000001
101, _minimax, _white_, _0.36409799999999987
101, _minimax_splay, _black_, _0.37350400000000017
102, _minimax, _white_, _0.41383000000000003
102, _minimax_splay, _black_, _0.482832000000001
103, _minimax, _white_, _0.39720200000000017
103, _minimax_splay, _black_, _0.5324550000000003
104, _minimax, _white_, _0.24657999999999994
104, _minimax_splay, _black_, _0.41577
105, _minimax, _white_, _0.5275250000000002
105, _minimax_splay, _black_, _0.3028360000000004
106, _minimax, _white_, _0.29299000000000014
106, _minimax_splay, _black_, _0.14668899999999996
107, _minimax, _white_, _0.28519199999999995
107, _minimax_splay, _black_, _0.20951599999999984
108, _minimax, _white_, _0.3850519999999999
108, _minimax_splay, _black_, _0.45095300000000016
109, _minimax, _white_, _0.23369699999999996
109, _minimax_splay, _black_, _0.389082
110, _minimax, _white_, _0.3715320000000002
110, _minimax_splay, _black_, _0.26868600000000004
111, _minimax, _white_, _0.38537400000000016
111, _minimax_splay, _black_, _0.46155200000000046
112, _minimax, _white_, _0.23387799999999984
112, _minimax_splay, _black_, _0.3312720000000002
113, _minimax, _white_, _0.11998199999999999
113, _minimax_splay, _black_, _0.221728
114, _minimax, _white_, _0.08095000000000001
114, _minimax_splay, _black_, _0.027082
115, _minimax, _white_, _0.3053740000000002
115, _minimax_splay, _black_, _0.4679190000000004
116, _minimax, _white_, _0.3748300000000003
116, _minimax_splay, _black_, _0.268049
117, _minimax, _white_, _0.4004090000000004
117, _minimax_splay, _black_, _0.3146950000000002
118, _minimax, _white_, _0.32770999999999995
118, _minimax_splay, _black_, _0.35178000000000004
119, _minimax, _white_, _0.21433799999999992
119, _minimax_splay, _black_, _0.276366
120, _minimax, _white_, _0.1817839999999999
120, _minimax_splay, _black_, _0.4026120000000001
121, _minimax, _white_, _0.272964
121, _minimax_splay, _black_, _0.23045999999999994
122, _minimax, _white_, _0.37442100000000006
122, _minimax_splay, _black_, _0.32095100000000015
123, _minimax, _white_, _0.281346
123, _minimax_splay, _black_, _0.47638200000000014
124, _minimax, _white_, _0.26689099999999993
124, _minimax_splay, _black_, _0.4418380000000002
125, _minimax, _white_, _0.27717400000000003
125, _minimax_splay, _black_, _0.21941499999999992
126, _minimax, _white_, _0.4468960000000004
126, _minimax_splay, _black_, _0.3211380000000002
127, _minimax, _white_, _0.279222
127, _minimax_splay, _black_, _0.16159599999999993
128, _minimax, _white_, _0.28000700000000006
128, _minimax_splay, _black_, _0.385761
129, _minimax, _white_, _0.32107400000000025
129, _minimax_splay, _black_, _0.29960900000000007
130, _minimax, _white_, _0.2517589999999999
130, _minimax_splay, _black_, _0.30362700000000004
131, _minimax, _white_, _0.2373339999999999
131, _minimax_splay, _black_, _0.3710389999999999
132, _minimax, _white_, _0.362057
132, _minimax_splay, _black_, _0.298177
133, _minimax, _white_, _0.28862200000000005
133, _minimax_splay, _black_, _0.3167320000000003
134, _minimax, _white_, _0.47579000000000016
134, _minimax_splay, _black_, _0.36592900000000045
135, _minimax, _white_, _0.16985700000000004
135, _minimax_splay, _black_, _0.13794999999999996
136, _minimax, _white_, _0.2694829999999999
136, _minimax_splay, _black_, _0.19182599999999989
137, _minimax, _white_, _0.25434399999999985
137, _minimax_splay, _black_, _0.4019020000000002
138, _minimax, _white_, _0.34292399999999995
138, _minimax_splay, _black_, _0.3621640000000004
139, _minimax, _white_, _0.18048400000000003
139, _minimax_splay, _black_, _0.07081699999999999
140, _minimax, _white_, _0.2852020000000003
140, _minimax_splay, _black_, _0.24640099999999981
141, _minimax, _white_, _0.2831699999999999
141, _minimax_splay, _black_, _0.26533500000000004
142, _minimax, _white_, _0.24633699999999986
142, _minimax_splay, _black_, _0.33209100000000014
143, _minimax, _white_, _0.39253900000000036
143, _minimax_splay, _black_, _0.273031
144, _minimax, _white_, _0.2701009999999998
144, _minimax_splay, _black_, _0.18538199999999994
145, _minimax, _white_, _0.23993499999999993
145, _minimax_splay, _black_, _0.417316
146, _minimax, _white_, _0.26044500000000004
146, _minimax_splay, _black_, _0.245586
147, _minimax, _white_, _0.28381100000000004
147, _minimax_splay, _black_, _0.27885199999999993
148, _minimax, _white_, _0.1888439999999999
148, _minimax_splay, _black_, _0.4890829999999998
149, _minimax, _white_, _0.20256000000000002
149, _minimax_splay, _black_, _0.16677500000000003
150, _minimax, _white_, _0.3111660000000001
150, _minimax_splay, _black_, _0.12569399999999997
151, _minimax, _white_, _0.22334799999999988
151, _minimax_splay, _black_, _0.3780170000000002
152, _minimax, _white_, _0.28131800000000023
152, _minimax_splay, _black_, _0.415849
153, _minimax, _white_, _0.25087100000000007
153, _minimax_splay, _black_, _0.2941500000000001
154, _minimax, _white_, _0.36158800000000024
154, _minimax_splay, _black_, _0.4799860000000003
