game_number, agent_type, agent_color, agent_decision_time
0, _alpha_beta, _white_, _0.23226999999999992
0, _alpha_beta_rb, _black_, _0.24538899999999988
1, _alpha_beta, _white_, _0.4965639999999999
1, _alpha_beta_rb, _black_, _0.26148299999999997
2, _alpha_beta, _white_, _0.4507969999999999
2, _alpha_beta_rb, _black_, _0.1665249999999999
3, _alpha_beta, _white_, _0.28424200000000005
3, _alpha_beta_rb, _black_, _0.2662850000000002
4, _alpha_beta, _white_, _0.1984269999999999
4, _alpha_beta_rb, _black_, _0.240425
5, _alpha_beta, _white_, _0.051859999999999996
5, _alpha_beta_rb, _black_, _0.04887
6, _alpha_beta, _white_, _0.2872410000000001
6, _alpha_beta_rb, _black_, _0.2274099999999999
7, _alpha_beta, _white_, _0.2816
7, _alpha_beta_rb, _black_, _0.4360910000000003
8, _alpha_beta, _white_, _0.4761860000000003
8, _alpha_beta_rb, _black_, _0.4366390000000003
9, _alpha_beta, _white_, _0.39011500000000016
9, _alpha_beta_rb, _black_, _0.28568000000000016
10, _alpha_beta, _white_, _0.45899100000000026
10, _alpha_beta_rb, _black_, _0.4492970000000007
11, _alpha_beta, _white_, _0.47770900000000016
11, _alpha_beta_rb, _black_, _0.35407100000000064
12, _alpha_beta, _white_, _0.39533800000000024
12, _alpha_beta_rb, _black_, _0.39881400000000056
13, _alpha_beta, _white_, _0.23137799999999994
13, _alpha_beta_rb, _black_, _0.3858120000000001
14, _alpha_beta, _white_, _0.3113070000000005
14, _alpha_beta_rb, _black_, _0.48269199999999995
15, _alpha_beta, _white_, _0.2652
15, _alpha_beta_rb, _black_, _0.15366099999999996
16, _alpha_beta, _white_, _0.32213900000000045
16, _alpha_beta_rb, _black_, _0.36107700000000026
17, _alpha_beta, _white_, _0.30404700000000034
17, _alpha_beta_rb, _black_, _0.3718800000000007
18, _alpha_beta, _white_, _0.3361940000000004
18, _alpha_beta_rb, _black_, _0.4406320000000003
19, _alpha_beta, _white_, _0.4230760000000003
19, _alpha_beta_rb, _black_, _0.38172000000000056
20, _alpha_beta, _white_, _0.3163960000000001
20, _alpha_beta_rb, _black_, _0.5311870000000004
21, _alpha_beta, _white_, _0.27267000000000013
21, _alpha_beta_rb, _black_, _0.4198290000000002
22, _alpha_beta, _white_, _0.32285800000000037
22, _alpha_beta_rb, _black_, _0.2726440000000001
23, _alpha_beta, _white_, _0.3901980000000002
23, _alpha_beta_rb, _black_, _0.31609900000000035
24, _alpha_beta, _white_, _0.20700200000000002
24, _alpha_beta_rb, _black_, _0.183518
25, _alpha_beta, _white_, _0.3550279999999999
25, _alpha_beta_rb, _black_, _0.3002210000000002
26, _alpha_beta, _white_, _0.15658599999999998
26, _alpha_beta_rb, _black_, _0.21849699999999997
27, _alpha_beta, _white_, _0.35802900000000004
27, _alpha_beta_rb, _black_, _0.3894670000000003
28, _alpha_beta, _white_, _0.5059720000000003
28, _alpha_beta_rb, _black_, _0.3272060000000003
29, _alpha_beta, _white_, _0.24258899999999992
29, _alpha_beta_rb, _black_, _0.43393500000000024
30, _alpha_beta, _white_, _0.3656650000000006
30, _alpha_beta_rb, _black_, _0.289763
31, _alpha_beta, _white_, _0.05482199999999999
31, _alpha_beta_rb, _black_, _0.058873999999999996
32, _alpha_beta, _white_, _0.23049199999999992
32, _alpha_beta_rb, _black_, _0.36417399999999994
33, _alpha_beta, _white_, _0.2499379999999999
33, _alpha_beta_rb, _black_, _0.36132500000000023
34, _alpha_beta, _white_, _0.2874470000000002
34, _alpha_beta_rb, _black_, _0.24921299999999993
35, _alpha_beta, _white_, _0.19657099999999997
35, _alpha_beta_rb, _black_, _0.356318
36, _alpha_beta, _white_, _0.5135080000000001
36, _alpha_beta_rb, _black_, _0.3032140000000002
37, _alpha_beta, _white_, _0.39455600000000035
37, _alpha_beta_rb, _black_, _0.4278460000000003
38, _alpha_beta, _white_, _0.3152020000000001
38, _alpha_beta_rb, _black_, _0.2522359999999999
39, _alpha_beta, _white_, _0.23239799999999988
39, _alpha_beta_rb, _black_, _0.38401000000000013
40, _alpha_beta, _white_, _0.3714930000000005
40, _alpha_beta_rb, _black_, _0.31814500000000034
41, _alpha_beta, _white_, _0.35326200000000024
41, _alpha_beta_rb, _black_, _0.30013000000000023
42, _alpha_beta, _white_, _0.3360320000000002
42, _alpha_beta_rb, _black_, _0.34015900000000027
43, _alpha_beta, _white_, _0.3818690000000002
43, _alpha_beta_rb, _black_, _0.4160220000000003
44, _alpha_beta, _white_, _0.31256700000000004
44, _alpha_beta_rb, _black_, _0.27573500000000006
45, _alpha_beta, _white_, _0.3585410000000004
45, _alpha_beta_rb, _black_, _0.6976090000000006
46, _alpha_beta, _white_, _0.5635010000000005
46, _alpha_beta_rb, _black_, _0.41792700000000077
47, _alpha_beta, _white_, _0.4552250000000003
47, _alpha_beta_rb, _black_, _0.30064700000000033
48, _alpha_beta, _white_, _0.36115200000000025
48, _alpha_beta_rb, _black_, _0.3959580000000002
49, _alpha_beta, _white_, _0.29120300000000016
49, _alpha_beta_rb, _black_, _0.4287310000000002
50, _alpha_beta, _white_, _0.26637599999999995
50, _alpha_beta_rb, _black_, _0.28323600000000004
51, _alpha_beta, _white_, _0.3172609999999998
51, _alpha_beta_rb, _black_, _0.14804599999999993
52, _alpha_beta, _white_, _0.3185410000000001
52, _alpha_beta_rb, _black_, _0.3016840000000003
53, _alpha_beta, _white_, _0.4138030000000005
53, _alpha_beta_rb, _black_, _0.34913300000000047
54, _alpha_beta, _white_, _0.3121149999999999
54, _alpha_beta_rb, _black_, _0.2886530000000001
55, _alpha_beta, _white_, _0.3510599999999999
55, _alpha_beta_rb, _black_, _0.37722000000000017
56, _alpha_beta, _white_, _0.19740799999999992
56, _alpha_beta_rb, _black_, _0.23954000000000003
57, _alpha_beta, _white_, _0.373625
57, _alpha_beta_rb, _black_, _0.24120099999999986
58, _alpha_beta, _white_, _0.298495
58, _alpha_beta_rb, _black_, _0.249705
59, _alpha_beta, _white_, _0.41542799999999985
59, _alpha_beta_rb, _black_, _0.2270179999999999
60, _alpha_beta, _white_, _0.256259
60, _alpha_beta_rb, _black_, _0.23842
61, _alpha_beta, _white_, _0.28134500000000007
61, _alpha_beta_rb, _black_, _0.40484600000000015
62, _alpha_beta, _white_, _0.2752849999999999
62, _alpha_beta_rb, _black_, _0.18644899999999992
63, _alpha_beta, _white_, _0.19448499999999994
63, _alpha_beta_rb, _black_, _0.42588299999999985
64, _alpha_beta, _white_, _0.34011800000000025
64, _alpha_beta_rb, _black_, _0.45378500000000027
65, _alpha_beta, _white_, _0.21542799999999993
65, _alpha_beta_rb, _black_, _0.18749799999999994
66, _alpha_beta, _white_, _0.23891
66, _alpha_beta_rb, _black_, _0.35105100000000006
67, _alpha_beta, _white_, _0.24503599999999992
67, _alpha_beta_rb, _black_, _0.19285999999999995
68, _alpha_beta, _white_, _0.23635699999999982
68, _alpha_beta_rb, _black_, _0.27105999999999986
69, _alpha_beta, _white_, _0.31436300000000006
69, _alpha_beta_rb, _black_, _0.29365800000000014
70, _alpha_beta, _white_, _0.1994569999999999
70, _alpha_beta_rb, _black_, _0.3798990000000002
71, _alpha_beta, _white_, _0.27137000000000006
71, _alpha_beta_rb, _black_, _0.27858600000000006
72, _alpha_beta, _white_, _0.21099299999999988
72, _alpha_beta_rb, _black_, _0.2253749999999999
73, _alpha_beta, _white_, _0.2682789999999999
73, _alpha_beta_rb, _black_, _0.4497970000000001
74, _alpha_beta, _white_, _0.307132
74, _alpha_beta_rb, _black_, _0.1456589999999999
75, _alpha_beta, _white_, _0.5685479999999998
75, _alpha_beta_rb, _black_, _0.2532249999999999
76, _alpha_beta, _white_, _0.5405850000000001
