game_number, agent_type, agent_color, agent_decision_time
0, _random, _white_, _0.11530399999999988
0, _random_avl, _black_, _0.13263799999999987
1, _random, _white_, _0.13164199999999984
1, _random_avl, _black_, _0.14622099999999988
2, _random, _white_, _0.3281790000000004
2, _random_avl, _black_, _0.3623880000000005
3, _random, _white_, _0.12120099999999985
3, _random_avl, _black_, _0.12546299999999985
4, _random, _white_, _0.0983469999999999
4, _random_avl, _black_, _0.12160499999999984
5, _random, _white_, _0.12572999999999984
5, _random_avl, _black_, _0.12223499999999986
6, _random, _white_, _0.027925000000000005
6, _random_avl, _black_, _0.050870000000000005
7, _random, _white_, _0.07440999999999996
7, _random_avl, _black_, _0.08372699999999993
8, _random, _white_, _0.08252899999999994
8, _random_avl, _black_, _0.08376299999999996
9, _random, _white_, _0.2617979999999998
9, _random_avl, _black_, _0.26936999999999983
10, _random, _white_, _0.09570499999999989
10, _random_avl, _black_, _0.08880099999999995
11, _random, _white_, _0.020858
11, _random_avl, _black_, _0.038569
12, _random, _white_, _0.11489999999999989
12, _random_avl, _black_, _0.11131399999999991
13, _random, _white_, _0.034859
13, _random_avl, _black_, _0.052183999999999967
14, _random, _white_, _0.10676299999999991
14, _random_avl, _black_, _0.12311899999999987
15, _random, _white_, _0.07787299999999997
15, _random_avl, _black_, _0.1002029999999999
16, _random, _white_, _0.18516799999999975
16, _random_avl, _black_, _0.18383499999999978
17, _random, _white_, _0.16581399999999977
17, _random_avl, _black_, _0.17430099999999982
18, _random, _white_, _0.15450799999999978
18, _random_avl, _black_, _0.1557489999999998
19, _random, _white_, _0.015905
19, _random_avl, _black_, _0.012021999999999998
20, _random, _white_, _0.17668299999999978
20, _random_avl, _black_, _0.1771099999999998
21, _random, _white_, _0.14469299999999988
21, _random_avl, _black_, _0.14144799999999988
22, _random, _white_, _0.14202399999999982
22, _random_avl, _black_, _0.15681199999999978
23, _random, _white_, _0.11481899999999987
23, _random_avl, _black_, _0.13392599999999982
24, _random, _white_, _0.07416299999999997
24, _random_avl, _black_, _0.08887299999999992
25, _random, _white_, _0.12551999999999985
25, _random_avl, _black_, _0.13624999999999982
26, _random, _white_, _0.28768999999999983
26, _random_avl, _black_, _0.30927800000000016
27, _random, _white_, _0.18461899999999978
27, _random_avl, _black_, _0.21812099999999965
28, _random, _white_, _0.016955
28, _random_avl, _black_, _0.015957
29, _random, _white_, _0.22709899999999963
29, _random_avl, _black_, _0.2541479999999997
30, _random, _white_, _0.010971
30, _random_avl, _black_, _0.007977999999999999
31, _random, _white_, _0.031915000000000006
31, _random_avl, _black_, _0.028921000000000002
32, _random, _white_, _0.1749439999999998
32, _random_avl, _black_, _0.18946299999999977
33, _random, _white_, _0.12261399999999988
33, _random_avl, _black_, _0.11476799999999986
34, _random, _white_, _0.04184799999999999
34, _random_avl, _black_, _0.054913
35, _random, _white_, _0.09971599999999992
35, _random_avl, _black_, _0.10576799999999995
36, _random, _white_, _0.03989199999999999
36, _random_avl, _black_, _0.023937000000000007
37, _random, _white_, _0.17265199999999978
37, _random_avl, _black_, _0.19045599999999976
38, _random, _white_, _0.07293999999999995
38, _random_avl, _black_, _0.07003399999999999
39, _random, _white_, _0.025905
39, _random_avl, _black_, _0.04291199999999999
40, _random, _white_, _0.10785699999999988
40, _random_avl, _black_, _0.11020599999999989
41, _random, _white_, _0.05191999999999997
41, _random_avl, _black_, _0.037074
42, _random, _white_, _0.0889339999999999
42, _random_avl, _black_, _0.10792599999999992
43, _random, _white_, _0.019944
43, _random_avl, _black_, _0.030043
44, _random, _white_, _0.20708299999999968
44, _random_avl, _black_, _0.23896299999999973
45, _random, _white_, _0.30832099999999996
45, _random_avl, _black_, _0.3405460000000002
46, _random, _white_, _0.16563299999999984
