game_number, agent_type, agent_color, agent_decision_time
0, _alpha_beta, _white_, _0.375022
0, _alpha_beta_hash, _black_, _0.18547899999999992
1, _alpha_beta, _white_, _0.34511600000000003
1, _alpha_beta_hash, _black_, _0.2433369999999999
2, _alpha_beta, _white_, _0.2692080000000001
2, _alpha_beta_hash, _black_, _0.16161499999999995
3, _alpha_beta, _white_, _0.2871630000000002
3, _alpha_beta_hash, _black_, _0.3624710000000004
4, _alpha_beta, _white_, _0.2898860000000001
4, _alpha_beta_hash, _black_, _0.19043999999999991
5, _alpha_beta, _white_, _0.4165409999999997
5, _alpha_beta_hash, _black_, _0.32551600000000014
6, _alpha_beta, _white_, _0.30492100000000016
6, _alpha_beta_hash, _black_, _0.3745950000000003
7, _alpha_beta, _white_, _0.7039489999999999
7, _alpha_beta_hash, _black_, _0.5779310000000016
8, _alpha_beta, _white_, _0.3788000000000003
8, _alpha_beta_hash, _black_, _0.3606000000000002
9, _alpha_beta, _white_, _0.36092299999999994
9, _alpha_beta_hash, _black_, _0.2750770000000001
10, _alpha_beta, _white_, _0.3759240000000001
10, _alpha_beta_hash, _black_, _0.44837500000000047
11, _alpha_beta, _white_, _0.42801100000000025
11, _alpha_beta_hash, _black_, _0.3084149999999999
12, _alpha_beta, _white_, _0.24437599999999998
12, _alpha_beta_hash, _black_, _0.195489
13, _alpha_beta, _white_, _0.25565699999999986
13, _alpha_beta_hash, _black_, _0.39266199999999996
14, _alpha_beta, _white_, _0.30865000000000004
14, _alpha_beta_hash, _black_, _0.27891100000000013
15, _alpha_beta, _white_, _0.15703799999999993
15, _alpha_beta_hash, _black_, _0.29425999999999997
16, _alpha_beta, _white_, _0.29345200000000027
16, _alpha_beta_hash, _black_, _0.3334680000000002
17, _alpha_beta, _white_, _0.18753900000000007
17, _alpha_beta_hash, _black_, _0.184554
18, _alpha_beta, _white_, _0.4877200000000008
18, _alpha_beta_hash, _black_, _0.41902300000000037
19, _alpha_beta, _white_, _0.2053809999999999
19, _alpha_beta_hash, _black_, _0.2932699999999999
20, _alpha_beta, _white_, _0.23917799999999984
20, _alpha_beta_hash, _black_, _0.39577500000000015
21, _alpha_beta, _white_, _0.5787550000000004
21, _alpha_beta_hash, _black_, _0.2850180000000001
22, _alpha_beta, _white_, _0.17826700000000004
22, _alpha_beta_hash, _black_, _0.16127799999999998
23, _alpha_beta, _white_, _0.43200500000000025
