game_number, agent_type, agent_color, agent_decision_time
0, _alpha_beta, _white_, _0.2319399999999999
0, _alpha_beta_trie, _black_, _0.21436999999999998
1, _alpha_beta, _white_, _0.19508799999999998
1, _alpha_beta_trie, _black_, _0.2530190000000001
2, _alpha_beta, _white_, _0.2256569999999998
2, _alpha_beta_trie, _black_, _0.43352700000000005
3, _alpha_beta, _white_, _0.7600720000000009
3, _alpha_beta_trie, _black_, _0.6452000000000016
4, _alpha_beta, _white_, _0.31117800000000007
4, _alpha_beta_trie, _black_, _0.2583000000000001
5, _alpha_beta, _white_, _0.40534800000000015
5, _alpha_beta_trie, _black_, _0.406206
6, _alpha_beta, _white_, _0.535543
6, _alpha_beta_trie, _black_, _0.2805690000000003
7, _alpha_beta, _white_, _0.41973300000000047
7, _alpha_beta_trie, _black_, _0.3551260000000004
8, _alpha_beta, _white_, _0.25489
8, _alpha_beta_trie, _black_, _0.49433499999999997
9, _alpha_beta, _white_, _0.21642699999999987
9, _alpha_beta_trie, _black_, _0.497464
10, _alpha_beta, _white_, _0.368116
10, _alpha_beta_trie, _black_, _0.2886350000000001
11, _alpha_beta, _white_, _0.28332099999999993
11, _alpha_beta_trie, _black_, _0.492035
12, _alpha_beta, _white_, _0.258313
12, _alpha_beta_trie, _black_, _0.22237499999999996
13, _alpha_beta, _white_, _0.053856
13, _alpha_beta_trie, _black_, _0.04887
14, _alpha_beta, _white_, _0.22041099999999994
14, _alpha_beta_trie, _black_, _0.20544999999999994
15, _alpha_beta, _white_, _0.3469840000000001
15, _alpha_beta_trie, _black_, _0.4229430000000005
16, _alpha_beta, _white_, _0.5810930000000003
16, _alpha_beta_trie, _black_, _0.23955699999999985
17, _alpha_beta, _white_, _0.36829900000000015
17, _alpha_beta_trie, _black_, _0.42382000000000025
18, _alpha_beta, _white_, _0.15951899999999994
18, _alpha_beta_trie, _black_, _0.27989699999999995
19, _alpha_beta, _white_, _0.060806999999999986
19, _alpha_beta_trie, _black_, _0.052888000000000004
20, _alpha_beta, _white_, _0.3774660000000003
20, _alpha_beta_trie, _black_, _0.5143550000000005
21, _alpha_beta, _white_, _0.3046299999999999
