game_number, agent_type, agent_color, agent_decision_time
0, _random, _white_, _0.19677599999999973
0, _random_hash, _black_, _0.17937599999999973
1, _random, _white_, _0.08870099999999992
1, _random_hash, _black_, _0.10422999999999988
2, _random, _white_, _0.18234699999999981
2, _random_hash, _black_, _0.1808389999999998
3, _random, _white_, _0.1484129999999999
3, _random_hash, _black_, _0.14267599999999986
4, _random, _white_, _0.07894199999999994
4, _random_hash, _black_, _0.07495299999999996
5, _random, _white_, _0.038106
5, _random_hash, _black_, _0.03489899999999999
6, _random, _white_, _0.07720999999999996
6, _random_hash, _black_, _0.08566499999999996
7, _random, _white_, _0.05913399999999998
7, _random_hash, _black_, _0.058953
8, _random, _white_, _0.08994299999999993
8, _random_hash, _black_, _0.09592199999999994
9, _random, _white_, _0.059109999999999996
9, _random_hash, _black_, _0.08605799999999993
10, _random, _white_, _0.054053999999999984
10, _random_hash, _black_, _0.049680999999999996
11, _random, _white_, _0.1545579999999998
11, _random_hash, _black_, _0.1625919999999998
12, _random, _white_, _0.06504299999999996
12, _random_hash, _black_, _0.08929799999999995
13, _random, _white_, _0.009991000000000002
13, _random_hash, _black_, _0.011887
14, _random, _white_, _0.07048399999999998
14, _random_hash, _black_, _0.07177199999999996
15, _random, _white_, _0.008955
15, _random_hash, _black_, _0.003988
16, _random, _white_, _0.13293399999999983
16, _random_hash, _black_, _0.11787199999999991
17, _random, _white_, _0.06983199999999995
17, _random_hash, _black_, _0.06193399999999999
18, _random, _white_, _0.08803299999999992
18, _random_hash, _black_, _0.08791099999999993
19, _random, _white_, _0.000997
19, _random_hash, _black_, _0.003963
20, _random, _white_, _0.1117179999999999
20, _random_hash, _black_, _0.10846099999999989
21, _random, _white_, _0.09907699999999992
21, _random_hash, _black_, _0.10581999999999989
22, _random, _white_, _0.014923
22, _random_hash, _black_, _0.014949999999999998
23, _random, _white_, _0.13973899999999986
23, _random_hash, _black_, _0.13806999999999986
24, _random, _white_, _0.0947299999999999
24, _random_hash, _black_, _0.09175599999999991
25, _random, _white_, _0.06485399999999995
25, _random_hash, _black_, _0.057844999999999966
26, _random, _white_, _0.04781099999999999
