game_number, agent_type, agent_color, agent_decision_time
0, _minimax, _white_, _0.11683399999999998
0, _minimax_splay, _black_, _0.269791
1, _minimax, _white_, _0.4826669999999999
1, _minimax_splay, _black_, _0.33985000000000015
2, _minimax, _white_, _0.38156700000000016
2, _minimax_splay, _black_, _0.3412540000000003
3, _minimax, _white_, _0.1768249999999999
3, _minimax_splay, _black_, _0.28085799999999994
4, _minimax, _white_, _0.3330940000000001
4, _minimax_splay, _black_, _0.4494339999999999
5, _minimax, _white_, _0.527929
5, _minimax_splay, _black_, _0.16498799999999988
6, _minimax, _white_, _0.33817500000000017
6, _minimax_splay, _black_, _0.3043350000000001
7, _minimax, _white_, _0.49650200000000017
7, _minimax_splay, _black_, _0.24510199999999988
8, _minimax, _white_, _0.36254400000000025
8, _minimax_splay, _black_, _0.3809500000000001
9, _minimax, _white_, _0.37996400000000013
9, _minimax_splay, _black_, _0.2564329999999999
10, _minimax, _white_, _0.3544790000000002
10, _minimax_splay, _black_, _0.4830400000000002
11, _minimax, _white_, _0.3310150000000002
11, _minimax_splay, _black_, _0.3881930000000003
12, _minimax, _white_, _0.3480220000000004
12, _minimax_splay, _black_, _0.4712690000000005
13, _minimax, _white_, _0.34166400000000013
13, _minimax_splay, _black_, _0.26048299999999996
14, _minimax, _white_, _0.4377910000000002
14, _minimax_splay, _black_, _0.23601999999999984
15, _minimax, _white_, _0.309502
15, _minimax_splay, _black_, _0.54632
16, _minimax, _white_, _0.28678500000000023
16, _minimax_splay, _black_, _0.42354200000000036
17, _minimax, _white_, _0.402553
17, _minimax_splay, _black_, _0.36910700000000013
18, _minimax, _white_, _0.2807690000000002
18, _minimax_splay, _black_, _0.250359
19, _minimax, _white_, _0.19611499999999996
19, _minimax_splay, _black_, _0.23743799999999998
20, _minimax, _white_, _0.23481099999999985
20, _minimax_splay, _black_, _0.47380000000000017
21, _minimax, _white_, _0.24711999999999995
21, _minimax_splay, _black_, _0.296487
22, _minimax, _white_, _0.296747
22, _minimax_splay, _black_, _0.3856810000000001
23, _minimax, _white_, _0.27285600000000004
23, _minimax_splay, _black_, _0.3528240000000003
24, _minimax, _white_, _0.19170399999999993
24, _minimax_splay, _black_, _0.24647800000000009
25, _minimax, _white_, _0.25880999999999993
25, _minimax_splay, _black_, _0.2156409999999999
26, _minimax, _white_, _0.33404299999999976
26, _minimax_splay, _black_, _0.30654
27, _minimax, _white_, _0.222381
27, _minimax_splay, _black_, _0.19946400000000003
28, _minimax, _white_, _0.37180300000000016
28, _minimax_splay, _black_, _0.30721600000000027
29, _minimax, _white_, _0.15684299999999998
29, _minimax_splay, _black_, _0.17098000000000005
30, _minimax, _white_, _0.3670470000000001
30, _minimax_splay, _black_, _0.3398629999999999
31, _minimax, _white_, _0.47897200000000034
31, _minimax_splay, _black_, _0.6071160000000005
32, _minimax, _white_, _0.26668400000000003
32, _minimax_splay, _black_, _0.3757050000000003
33, _minimax, _white_, _0.23828399999999977
33, _minimax_splay, _black_, _0.40210700000000027
34, _minimax, _white_, _0.2784809999999999
34, _minimax_splay, _black_, _0.284431
35, _minimax, _white_, _0.20141499999999987
35, _minimax_splay, _black_, _0.312452
36, _minimax, _white_, _0.3205839999999999
36, _minimax_splay, _black_, _0.38124100000000005
37, _minimax, _white_, _0.03889599999999999
37, _minimax_splay, _black_, _0.05910200000000001
38, _minimax, _white_, _0.09500199999999998
38, _minimax_splay, _black_, _0.09486499999999999
39, _minimax, _white_, _0.44403900000000074
39, _minimax_splay, _black_, _0.3371930000000002
40, _minimax, _white_, _0.3723550000000002
40, _minimax_splay, _black_, _0.3615840000000004
41, _minimax, _white_, _0.36603400000000047
41, _minimax_splay, _black_, _0.3660040000000004
42, _minimax, _white_, _0.07874599999999997
42, _minimax_splay, _black_, _0.267331
43, _minimax, _white_, _0.2778900000000002
43, _minimax_splay, _black_, _0.4045320000000003
44, _minimax, _white_, _0.27614900000000003
44, _minimax_splay, _black_, _0.3122960000000002
45, _minimax, _white_, _0.33922900000000006
45, _minimax_splay, _black_, _0.28612800000000027
46, _minimax, _white_, _0.37795
46, _minimax_splay, _black_, _0.20945199999999997
47, _minimax, _white_, _0.30624000000000023
47, _minimax_splay, _black_, _0.3071450000000001
48, _minimax, _white_, _0.4503910000000002
48, _minimax_splay, _black_, _0.48441900000000027
49, _minimax, _white_, _0.28671200000000024
49, _minimax_splay, _black_, _0.37237000000000003
50, _minimax, _white_, _0.223399
