game_number, agent_type, agent_color, agent_decision_time
0, _minimax, _white_, _0.33512899999999984
0, _minimax_rb, _black_, _0.19545199999999988
1, _minimax, _white_, _0.269281
1, _minimax_rb, _black_, _0.5299670000000003
2, _minimax, _white_, _0.498725
2, _minimax_rb, _black_, _0.26221799999999995
3, _minimax, _white_, _0.345105
3, _minimax_rb, _black_, _0.3181520000000004
4, _minimax, _white_, _0.2293689999999999
4, _minimax_rb, _black_, _0.3121520000000002
5, _minimax, _white_, _0.3401370000000003
5, _minimax_rb, _black_, _0.33905000000000024
6, _minimax, _white_, _0.3581410000000001
6, _minimax_rb, _black_, _0.25838600000000006
7, _minimax, _white_, _0.29131299999999993
7, _minimax_rb, _black_, _0.23441199999999981
8, _minimax, _white_, _0.15761000000000003
8, _minimax_rb, _black_, _0.12862600000000002
9, _minimax, _white_, _0.33011999999999997
9, _minimax_rb, _black_, _0.26129900000000006
10, _minimax, _white_, _0.40823000000000037
10, _minimax_rb, _black_, _0.39221200000000034
11, _minimax, _white_, _0.2146119999999999
11, _minimax_rb, _black_, _0.44495800000000013
12, _minimax, _white_, _0.37902100000000016
12, _minimax_rb, _black_, _0.23391499999999985
13, _minimax, _white_, _0.09073399999999998
13, _minimax_rb, _black_, _0.17153700000000002
14, _minimax, _white_, _0.3530620000000003
14, _minimax_rb, _black_, _0.33515000000000034
15, _minimax, _white_, _0.38055500000000014
15, _minimax_rb, _black_, _0.29423700000000025
16, _minimax, _white_, _0.303223
16, _minimax_rb, _black_, _0.4741460000000002
17, _minimax, _white_, _0.23430399999999985
17, _minimax_rb, _black_, _0.3232610000000001
18, _minimax, _white_, _0.341114
18, _minimax_rb, _black_, _0.3664970000000005
19, _minimax, _white_, _0.4826650000000011
19, _minimax_rb, _black_, _0.6155800000000016
20, _minimax, _white_, _0.21738999999999997
20, _minimax_rb, _black_, _0.41192499999999993
21, _minimax, _white_, _0.18332999999999994
21, _minimax_rb, _black_, _0.18917099999999998
22, _minimax, _white_, _0.2783550000000001
22, _minimax_rb, _black_, _0.40400900000000023
23, _minimax, _white_, _0.286983
23, _minimax_rb, _black_, _0.3192090000000002
24, _minimax, _white_, _0.49504000000000037
24, _minimax_rb, _black_, _0.43455400000000044
25, _minimax, _white_, _0.26277200000000006
25, _minimax_rb, _black_, _0.211899
26, _minimax, _white_, _0.27024699999999985
26, _minimax_rb, _black_, _0.2438159999999999
27, _minimax, _white_, _0.3111270000000002
27, _minimax_rb, _black_, _0.3888980000000005
28, _minimax, _white_, _0.34257600000000016
28, _minimax_rb, _black_, _0.37330100000000044
29, _minimax, _white_, _0.39496800000000026
29, _minimax_rb, _black_, _0.3830640000000005
30, _minimax, _white_, _0.3329230000000002
30, _minimax_rb, _black_, _0.5504080000000002
31, _minimax, _white_, _0.4283440000000004
31, _minimax_rb, _black_, _0.2924850000000001
32, _minimax, _white_, _0.5110220000000009
32, _minimax_rb, _black_, _0.4092040000000007
33, _minimax, _white_, _0.34302500000000025
33, _minimax_rb, _black_, _0.20448399999999986
34, _minimax, _white_, _0.3950120000000003
34, _minimax_rb, _black_, _0.2822300000000001
35, _minimax, _white_, _0.30732700000000024
35, _minimax_rb, _black_, _0.28829699999999997
36, _minimax, _white_, _0.4037050000000006
36, _minimax_rb, _black_, _0.4147690000000004
37, _minimax, _white_, _0.47232900000000083
37, _minimax_rb, _black_, _0.5355340000000002
38, _minimax, _white_, _0.35321200000000025
38, _minimax_rb, _black_, _0.42588900000000024
39, _minimax, _white_, _0.37974800000000003
39, _minimax_rb, _black_, _0.27064099999999996
40, _minimax, _white_, _0.28809700000000005
40, _minimax_rb, _black_, _0.25412199999999996
41, _minimax, _white_, _0.37305099999999997
41, _minimax_rb, _black_, _0.27575500000000014
42, _minimax, _white_, _0.360342
42, _minimax_rb, _black_, _0.1825449999999999
43, _minimax, _white_, _0.3207580000000001
43, _minimax_rb, _black_, _0.261583
44, _minimax, _white_, _0.259197
44, _minimax_rb, _black_, _0.2603930000000001
45, _minimax, _white_, _0.2692829999999999
45, _minimax_rb, _black_, _0.29819800000000024
46, _minimax, _white_, _0.27420900000000015
46, _minimax_rb, _black_, _0.4134540000000001
47, _minimax, _white_, _0.22385099999999983
47, _minimax_rb, _black_, _0.349231
48, _minimax, _white_, _0.11479800000000001
48, _minimax_rb, _black_, _0.09673999999999999
49, _minimax, _white_, _0.2833039999999999
49, _minimax_rb, _black_, _0.23732599999999995
50, _minimax, _white_, _0.40003100000000014
50, _minimax_rb, _black_, _0.36892600000000036
51, _minimax, _white_, _0.19911499999999993
51, _minimax_rb, _black_, _0.32002299999999984
52, _minimax, _white_, _0.2408139999999999
52, _minimax_rb, _black_, _0.2978770000000001
53, _minimax, _white_, _0.4089430000000001
53, _minimax_rb, _black_, _0.3400740000000003
54, _minimax, _white_, _0.21329399999999984
