game_number, agent_type, agent_color, agent_decision_time
0, _minimax, _white_, _0.2313499999999998
0, _minimax_trie, _black_, _0.46536000000000005
1, _minimax, _white_, _0.20882499999999993
1, _minimax_trie, _black_, _0.4744369999999999
2, _minimax, _white_, _0.2679919999999999
2, _minimax_trie, _black_, _0.31040400000000007
3, _minimax, _white_, _0.6317349999999999
3, _minimax_trie, _black_, _0.2423799999999998
4, _minimax, _white_, _0.25252899999999995
4, _minimax_trie, _black_, _0.24198399999999995
5, _minimax, _white_, _0.282245
5, _minimax_trie, _black_, _0.1715479999999999
6, _minimax, _white_, _0.43671999999999994
6, _minimax_trie, _black_, _0.3482430000000001
7, _minimax, _white_, _0.32512000000000013
7, _minimax_trie, _black_, _0.32539500000000005
8, _minimax, _white_, _0.276597
8, _minimax_trie, _black_, _0.31700200000000006
9, _minimax, _white_, _0.08595599999999999
9, _minimax_trie, _black_, _0.11939899999999999
10, _minimax, _white_, _0.24548499999999984
10, _minimax_trie, _black_, _0.376215
11, _minimax, _white_, _0.2418219999999999
11, _minimax_trie, _black_, _0.627365
12, _minimax, _white_, _0.2855960000000002
12, _minimax_trie, _black_, _0.8323250000000004
13, _minimax, _white_, _0.261792
13, _minimax_trie, _black_, _0.40753199999999995
14, _minimax, _white_, _0.2819140000000001
14, _minimax_trie, _black_, _0.538243
15, _minimax, _white_, _0.331028
15, _minimax_trie, _black_, _0.3869430000000002
16, _minimax, _white_, _0.2818559999999999
16, _minimax_trie, _black_, _0.2940040000000001
17, _minimax, _white_, _0.5155340000000004
17, _minimax_trie, _black_, _0.41201499999999996
18, _minimax, _white_, _0.28916600000000003
18, _minimax_trie, _black_, _0.5605320000000004
19, _minimax, _white_, _0.3899830000000002
19, _minimax_trie, _black_, _0.2483589999999998
20, _minimax, _white_, _0.28730300000000014
20, _minimax_trie, _black_, _0.4484910000000001
21, _minimax, _white_, _0.46912600000000027
21, _minimax_trie, _black_, _0.2993640000000005
22, _minimax, _white_, _0.401473
22, _minimax_trie, _black_, _0.2893220000000003
23, _minimax, _white_, _0.3896680000000003
23, _minimax_trie, _black_, _0.3279670000000004
24, _minimax, _white_, _0.40885700000000036
24, _minimax_trie, _black_, _0.5710630000000002
25, _minimax, _white_, _0.28739200000000004
25, _minimax_trie, _black_, _0.3219
26, _minimax, _white_, _0.5234410000000004
26, _minimax_trie, _black_, _0.316326
27, _minimax, _white_, _0.23338199999999987
27, _minimax_trie, _black_, _0.22636199999999987
28, _minimax, _white_, _0.357283
28, _minimax_trie, _black_, _0.38397900000000024
29, _minimax, _white_, _0.298843
29, _minimax_trie, _black_, _0.270539
30, _minimax, _white_, _0.24130399999999985
30, _minimax_trie, _black_, _0.38649599999999995
31, _minimax, _white_, _0.5200290000000006
31, _minimax_trie, _black_, _0.8830850000000016
32, _minimax, _white_, _0.4016540000000002
32, _minimax_trie, _black_, _0.22740899999999986
33, _minimax, _white_, _0.3232130000000003
33, _minimax_trie, _black_, _0.29132100000000005
34, _minimax, _white_, _0.169315
34, _minimax_trie, _black_, _0.235455
35, _minimax, _white_, _0.4269150000000005
35, _minimax_trie, _black_, _0.3141970000000001
36, _minimax, _white_, _0.3380729999999999
36, _minimax_trie, _black_, _0.3599250000000003
37, _minimax, _white_, _0.2482969999999998
37, _minimax_trie, _black_, _0.4877070000000003
38, _minimax, _white_, _0.44381000000000026
38, _minimax_trie, _black_, _0.27331900000000015
39, _minimax, _white_, _0.259263
39, _minimax_trie, _black_, _0.619388
40, _minimax, _white_, _0.30426699999999995
40, _minimax_trie, _black_, _0.2723280000000002
41, _minimax, _white_, _0.11427799999999996
41, _minimax_trie, _black_, _0.16079199999999996
42, _minimax, _white_, _0.116608
42, _minimax_trie, _black_, _0.15366899999999997
43, _minimax, _white_, _0.31644200000000033
43, _minimax_trie, _black_, _0.5632420000000002
44, _minimax, _white_, _0.330498
44, _minimax_trie, _black_, _0.24373699999999995
45, _minimax, _white_, _0.5565380000000002
45, _minimax_trie, _black_, _0.3093710000000004
46, _minimax, _white_, _0.32603899999999997
46, _minimax_trie, _black_, _0.3524570000000003
47, _minimax, _white_, _0.4450120000000006
47, _minimax_trie, _black_, _0.5174660000000004
48, _minimax, _white_, _0.42880900000000016
48, _minimax_trie, _black_, _0.32324600000000003
49, _minimax, _white_, _0.1950519999999999
49, _minimax_trie, _black_, _0.2754530000000002
50, _minimax, _white_, _0.35236200000000023
50, _minimax_trie, _black_, _0.3993000000000001
51, _minimax, _white_, _0.520425
51, _minimax_trie, _black_, _0.45451000000000014
52, _minimax, _white_, _0.35091599999999995
52, _minimax_trie, _black_, _0.24107599999999993
53, _minimax, _white_, _0.3189120000000001
53, _minimax_trie, _black_, _0.355083
54, _minimax, _white_, _0.22629099999999985
54, _minimax_trie, _black_, _0.6849500000000005
55, _minimax, _white_, _0.24141299999999988
55, _minimax_trie, _black_, _0.3011340000000001
56, _minimax, _white_, _0.42688299999999996
56, _minimax_trie, _black_, _0.3670030000000003
57, _minimax, _white_, _0.26830099999999996
57, _minimax_trie, _black_, _0.33907899999999985
58, _minimax, _white_, _0.22743599999999997
58, _minimax_trie, _black_, _0.3729300000000001
59, _minimax, _white_, _0.38400700000000015
59, _minimax_trie, _black_, _0.22239799999999987
60, _minimax, _white_, _0.4557200000000002
60, _minimax_trie, _black_, _0.35211900000000035
61, _minimax, _white_, _0.3370240000000005
61, _minimax_trie, _black_, _0.35809300000000027
62, _minimax, _white_, _0.42781399999999997
62, _minimax_trie, _black_, _0.23441199999999993
63, _minimax, _white_, _0.3818080000000002
63, _minimax_trie, _black_, _0.4975020000000006
64, _minimax, _white_, _0.3078890000000003
64, _minimax_trie, _black_, _0.6602870000000004
65, _minimax, _white_, _0.413939
65, _minimax_trie, _black_, _0.24498099999999987
66, _minimax, _white_, _0.3896760000000005
66, _minimax_trie, _black_, _0.2918120000000004
67, _minimax, _white_, _0.5366380000000006
67, _minimax_trie, _black_, _0.4483270000000003
68, _minimax, _white_, _0.05485199999999999
68, _minimax_trie, _black_, _0.036902
69, _minimax, _white_, _0.45177100000000026
