game_number, agent_type, agent_color, agent_decision_time
0, _alpha_beta, _white_, _0.29030500000000037
0, _alpha_beta_splay, _black_, _0.348519
1, _alpha_beta, _white_, _0.15914299999999992
1, _alpha_beta_splay, _black_, _0.36812400000000006
2, _alpha_beta, _white_, _0.07634600000000001
2, _alpha_beta_splay, _black_, _0.115646
3, _alpha_beta, _white_, _0.42735700000000004
3, _alpha_beta_splay, _black_, _0.22839499999999982
4, _alpha_beta, _white_, _0.3029950000000001
4, _alpha_beta_splay, _black_, _0.49087300000000034
5, _alpha_beta, _white_, _0.41284600000000027
5, _alpha_beta_splay, _black_, _0.26941600000000016
6, _alpha_beta, _white_, _0.38002200000000036
6, _alpha_beta_splay, _black_, _0.41685300000000003
7, _alpha_beta, _white_, _0.2702519999999999
7, _alpha_beta_splay, _black_, _0.32116500000000014
8, _alpha_beta, _white_, _0.6735860000000006
8, _alpha_beta_splay, _black_, _0.3922380000000012
9, _alpha_beta, _white_, _0.32286400000000004
9, _alpha_beta_splay, _black_, _0.23732199999999995
10, _alpha_beta, _white_, _0.6917690000000001
10, _alpha_beta_splay, _black_, _0.36990400000000023
11, _alpha_beta, _white_, _0.3084890000000001
11, _alpha_beta_splay, _black_, _0.2726490000000001
12, _alpha_beta, _white_, _0.20103199999999988
12, _alpha_beta_splay, _black_, _0.2969109999999999
13, _alpha_beta, _white_, _0.5188940000000001
13, _alpha_beta_splay, _black_, _0.7471430000000013
14, _alpha_beta, _white_, _0.3849710000000002
14, _alpha_beta_splay, _black_, _0.30622700000000036
15, _alpha_beta, _white_, _0.3401030000000005
15, _alpha_beta_splay, _black_, _0.47968000000000055
16, _alpha_beta, _white_, _0.2862670000000001
16, _alpha_beta_splay, _black_, _0.133641
17, _alpha_beta, _white_, _0.25474399999999997
17, _alpha_beta_splay, _black_, _0.1874899999999999
18, _alpha_beta, _white_, _0.33679600000000004
18, _alpha_beta_splay, _black_, _0.15975599999999995
19, _alpha_beta, _white_, _0.4256300000000002
19, _alpha_beta_splay, _black_, _0.4713930000000004
20, _alpha_beta, _white_, _0.26529800000000003
20, _alpha_beta_splay, _black_, _0.2592990000000001
21, _alpha_beta, _white_, _0.24518899999999988
21, _alpha_beta_splay, _black_, _0.4533960000000002
22, _alpha_beta, _white_, _0.36136700000000005
22, _alpha_beta_splay, _black_, _0.23699399999999993
23, _alpha_beta, _white_, _0.29383600000000004
