game_number, agent_type, agent_color, agent_decision_time
0, _minimax, _white_, _0.3501410000000002
0, _minimax_avl, _black_, _0.28419200000000017
1, _minimax, _white_, _0.4527770000000002
1, _minimax_avl, _black_, _0.28819199999999995
2, _minimax, _white_, _0.3979110000000001
2, _minimax_avl, _black_, _0.40619300000000025
3, _minimax, _white_, _0.21623499999999993
3, _minimax_avl, _black_, _0.30616800000000005
4, _minimax, _white_, _0.38732399999999995
4, _minimax_avl, _black_, _0.30018600000000034
5, _minimax, _white_, _0.2736939999999999
5, _minimax_avl, _black_, _0.20049099999999984
6, _minimax, _white_, _0.2940479999999998
6, _minimax_avl, _black_, _0.31640900000000005
7, _minimax, _white_, _0.3796180000000003
7, _minimax_avl, _black_, _0.5177590000000005
8, _minimax, _white_, _0.3256480000000001
8, _minimax_avl, _black_, _0.24056999999999992
9, _minimax, _white_, _0.2595389999999999
9, _minimax_avl, _black_, _0.21939099999999984
10, _minimax, _white_, _0.27825799999999995
10, _minimax_avl, _black_, _0.22677599999999984
11, _minimax, _white_, _0.2282719999999999
11, _minimax_avl, _black_, _0.3877219999999999
12, _minimax, _white_, _0.34459500000000015
12, _minimax_avl, _black_, _0.3003150000000001
13, _minimax, _white_, _0.35819000000000034
13, _minimax_avl, _black_, _0.6232030000000005
14, _minimax, _white_, _0.3081180000000003
14, _minimax_avl, _black_, _0.3122060000000003
15, _minimax, _white_, _0.22136999999999993
15, _minimax_avl, _black_, _0.370051
16, _minimax, _white_, _0.26029599999999997
16, _minimax_avl, _black_, _0.24834699999999998
17, _minimax, _white_, _0.29721099999999995
17, _minimax_avl, _black_, _0.367015
18, _minimax, _white_, _0.25734000000000007
18, _minimax_avl, _black_, _0.12663699999999997
19, _minimax, _white_, _0.140646
19, _minimax_avl, _black_, _0.138632
20, _minimax, _white_, _0.30093300000000023
20, _minimax_avl, _black_, _0.32580800000000004
21, _minimax, _white_, _0.22390099999999993
21, _minimax_avl, _black_, _0.19128399999999995
22, _minimax, _white_, _0.28192299999999987
22, _minimax_avl, _black_, _0.21297999999999992
23, _minimax, _white_, _0.402008
23, _minimax_avl, _black_, _0.306967
24, _minimax, _white_, _0.40981500000000054
24, _minimax_avl, _black_, _0.5451990000000009
25, _minimax, _white_, _0.250924
25, _minimax_avl, _black_, _0.3309479999999999
26, _minimax, _white_, _0.1989799999999999
26, _minimax_avl, _black_, _0.271297
27, _minimax, _white_, _0.21548999999999985
27, _minimax_avl, _black_, _0.46073099999999995
28, _minimax, _white_, _0.2922110000000001
28, _minimax_avl, _black_, _0.30616299999999985
29, _minimax, _white_, _0.09075999999999998
29, _minimax_avl, _black_, _0.132642
30, _minimax, _white_, _0.5618600000000004
30, _minimax_avl, _black_, _0.42156500000000074
31, _minimax, _white_, _0.11874299999999999
31, _minimax_avl, _black_, _0.117657
32, _minimax, _white_, _0.4414440000000002
32, _minimax_avl, _black_, _0.41978200000000065
33, _minimax, _white_, _0.2782229999999999
33, _minimax_avl, _black_, _0.16060399999999994
34, _minimax, _white_, _0.19450499999999993
34, _minimax_avl, _black_, _0.2822210000000001
35, _minimax, _white_, _0.286253
35, _minimax_avl, _black_, _0.23937299999999997
36, _minimax, _white_, _0.46182000000000023
36, _minimax_avl, _black_, _0.3170970000000004
37, _minimax, _white_, _0.3769730000000001
37, _minimax_avl, _black_, _0.23436199999999982
38, _minimax, _white_, _0.5158270000000001
38, _minimax_avl, _black_, _0.4593630000000009
39, _minimax, _white_, _0.28322800000000026
39, _minimax_avl, _black_, _0.5475490000000001
40, _minimax, _white_, _0.3880930000000006
40, _minimax_avl, _black_, _0.3757410000000005
41, _minimax, _white_, _0.2881529999999999
41, _minimax_avl, _black_, _0.3349980000000002
42, _minimax, _white_, _0.4926090000000005
42, _minimax_avl, _black_, _0.5034310000000003
43, _minimax, _white_, _0.39856300000000033
43, _minimax_avl, _black_, _0.312405
44, _minimax, _white_, _0.18743699999999994
44, _minimax_avl, _black_, _0.20550999999999994
45, _minimax, _white_, _0.32915400000000017
45, _minimax_avl, _black_, _0.5176760000000001
46, _minimax, _white_, _0.5358380000000004
46, _minimax_avl, _black_, _0.43873700000000077
47, _minimax, _white_, _0.2344479999999998
47, _minimax_avl, _black_, _0.4336370000000001
48, _minimax, _white_, _0.27524999999999994
48, _minimax_avl, _black_, _0.42453800000000014
49, _minimax, _white_, _0.10677599999999998
49, _minimax_avl, _black_, _0.05883299999999999
50, _minimax, _white_, _0.41392900000000005
50, _minimax_avl, _black_, _0.4440640000000002
51, _minimax, _white_, _0.2929150000000002
51, _minimax_avl, _black_, _0.5652130000000005
52, _minimax, _white_, _0.355367
52, _minimax_avl, _black_, _0.3084150000000001
53, _minimax, _white_, _0.30918500000000004
53, _minimax_avl, _black_, _0.3043270000000001
54, _minimax, _white_, _0.2682860000000001
