game_number, agent_type, agent_color, agent_decision_time
0, _minimax, _white_, _0.47547200000000034
0, _minimax_trie, _black_, _0.5436240000000006
1, _minimax, _white_, _0.11935799999999999
1, _minimax_trie, _black_, _0.14957800000000002
2, _minimax, _white_, _0.3688490000000002
2, _minimax_trie, _black_, _0.34957500000000036
3, _minimax, _white_, _0.28209699999999993
3, _minimax_trie, _black_, _0.21987599999999996
4, _minimax, _white_, _0.2668250000000001
4, _minimax_trie, _black_, _0.44152600000000003
5, _minimax, _white_, _0.20877699999999996
5, _minimax_trie, _black_, _0.36534200000000017
6, _minimax, _white_, _0.4271250000000003
6, _minimax_trie, _black_, _0.3615950000000001
7, _minimax, _white_, _0.41702300000000014
7, _minimax_trie, _black_, _0.30615900000000024
8, _minimax, _white_, _0.24336399999999983
8, _minimax_trie, _black_, _0.32288800000000023
9, _minimax, _white_, _0.073771
9, _minimax_trie, _black_, _0.135681
10, _minimax, _white_, _0.3980279999999999
10, _minimax_trie, _black_, _0.3026080000000001
11, _minimax, _white_, _0.32604900000000026
11, _minimax_trie, _black_, _0.37182300000000007
12, _minimax, _white_, _0.3607130000000001
12, _minimax_trie, _black_, _0.2678250000000001
13, _minimax, _white_, _0.3017600000000001
13, _minimax_trie, _black_, _0.22908299999999981
14, _minimax, _white_, _0.2805450000000001
14, _minimax_trie, _black_, _0.37821600000000005
15, _minimax, _white_, _0.4385160000000001
15, _minimax_trie, _black_, _0.3418270000000002
16, _minimax, _white_, _0.3750060000000001
16, _minimax_trie, _black_, _0.22756199999999982
17, _minimax, _white_, _0.29755200000000015
17, _minimax_trie, _black_, _0.33342900000000014
18, _minimax, _white_, _0.4105300000000001
18, _minimax_trie, _black_, _0.258337
19, _minimax, _white_, _0.22354599999999997
19, _minimax_trie, _black_, _0.15261699999999992
20, _minimax, _white_, _0.221043
20, _minimax_trie, _black_, _0.42002500000000004
21, _minimax, _white_, _0.29899799999999976
21, _minimax_trie, _black_, _0.26046899999999995
22, _minimax, _white_, _0.3888459999999999
22, _minimax_trie, _black_, _0.2346009999999999
23, _minimax, _white_, _0.21410399999999988
23, _minimax_trie, _black_, _0.271076
24, _minimax, _white_, _0.2549169999999999
24, _minimax_trie, _black_, _0.3758160000000001
25, _minimax, _white_, _0.2591750000000001
25, _minimax_trie, _black_, _0.459783
26, _minimax, _white_, _0.27562
26, _minimax_trie, _black_, _0.305996
27, _minimax, _white_, _0.38590200000000013
27, _minimax_trie, _black_, _0.3247040000000003
28, _minimax, _white_, _0.41061200000000014
28, _minimax_trie, _black_, _0.48109400000000047
29, _minimax, _white_, _0.20598599999999992
29, _minimax_trie, _black_, _0.2469369999999999
30, _minimax, _white_, _0.3994500000000004
30, _minimax_trie, _black_, _0.37851000000000024
31, _minimax, _white_, _0.3462060000000004
31, _minimax_trie, _black_, _0.21729799999999982
32, _minimax, _white_, _0.28712600000000005
32, _minimax_trie, _black_, _0.3920300000000001
33, _minimax, _white_, _0.28421199999999996
33, _minimax_trie, _black_, _0.17755299999999993
34, _minimax, _white_, _0.371326
34, _minimax_trie, _black_, _0.1859089999999999
35, _minimax, _white_, _0.22538699999999992
35, _minimax_trie, _black_, _0.296204
36, _minimax, _white_, _0.09268699999999999
36, _minimax_trie, _black_, _0.27045500000000006
37, _minimax, _white_, _0.3012440000000002
37, _minimax_trie, _black_, _0.38866700000000004
38, _minimax, _white_, _0.35771500000000006
38, _minimax_trie, _black_, _0.17165799999999992
39, _minimax, _white_, _0.32911899999999994
39, _minimax_trie, _black_, _0.5534820000000004
40, _minimax, _white_, _0.23254899999999998
40, _minimax_trie, _black_, _0.44552600000000003
41, _minimax, _white_, _0.4348760000000002
41, _minimax_trie, _black_, _0.2773429999999998
42, _minimax, _white_, _0.3122050000000004
42, _minimax_trie, _black_, _0.7452370000000001
43, _minimax, _white_, _0.2646129999999999
43, _minimax_trie, _black_, _0.5348800000000006
44, _minimax, _white_, _0.4702240000000005
44, _minimax_trie, _black_, _0.265368
45, _minimax, _white_, _0.2204779999999998
45, _minimax_trie, _black_, _0.3677750000000003
46, _minimax, _white_, _0.3535380000000002
46, _minimax_trie, _black_, _0.33647500000000014
47, _minimax, _white_, _0.31413399999999986
47, _minimax_trie, _black_, _0.24636699999999995
48, _minimax, _white_, _0.3071810000000004
48, _minimax_trie, _black_, _0.7041430000000001
49, _minimax, _white_, _0.40182700000000016
49, _minimax_trie, _black_, _0.22945699999999986
50, _minimax, _white_, _0.37556700000000054
50, _minimax_trie, _black_, _0.35666000000000075
51, _minimax, _white_, _0.3308250000000006
51, _minimax_trie, _black_, _0.4578510000000005
52, _minimax, _white_, _0.18758999999999998
52, _minimax_trie, _black_, _0.15764899999999996
53, _minimax, _white_, _0.29201900000000014
53, _minimax_trie, _black_, _0.341164
54, _minimax, _white_, _0.30881300000000017
54, _minimax_trie, _black_, _0.2674749999999999
55, _minimax, _white_, _0.2578009999999999
55, _minimax_trie, _black_, _0.314918
56, _minimax, _white_, _0.3742090000000004
56, _minimax_trie, _black_, _0.4816130000000004
57, _minimax, _white_, _0.34961099999999995
57, _minimax_trie, _black_, _0.263476
58, _minimax, _white_, _0.3325320000000001
58, _minimax_trie, _black_, _0.268106
59, _minimax, _white_, _0.33585100000000007
59, _minimax_trie, _black_, _0.2857840000000003
60, _minimax, _white_, _0.2920510000000004
60, _minimax_trie, _black_, _0.5708700000000002
61, _minimax, _white_, _0.24953399999999992
61, _minimax_trie, _black_, _0.2825880000000002
62, _minimax, _white_, _0.43900400000000045
62, _minimax_trie, _black_, _0.24363899999999986
63, _minimax, _white_, _0.34383600000000003
63, _minimax_trie, _black_, _0.3669160000000004
64, _minimax, _white_, _0.28827500000000006
64, _minimax_trie, _black_, _0.3340600000000003
65, _minimax, _white_, _0.4846820000000005
