game_number, agent_type, agent_color, agent_decision_time
0, _alpha_beta, _white_, _0.23436299999999993
0, _alpha_beta_avl, _black_, _0.32913100000000006
1, _alpha_beta, _white_, _0.538568
1, _alpha_beta_avl, _black_, _0.25633199999999984
2, _alpha_beta, _white_, _0.25563599999999986
2, _alpha_beta_avl, _black_, _0.4269750000000001
3, _alpha_beta, _white_, _0.24325699999999995
3, _alpha_beta_avl, _black_, _0.4020430000000001
4, _alpha_beta, _white_, _0.144627
4, _alpha_beta_avl, _black_, _0.13884999999999997
5, _alpha_beta, _white_, _0.5710000000000003
5, _alpha_beta_avl, _black_, _0.47689700000000035
6, _alpha_beta, _white_, _0.31641
6, _alpha_beta_avl, _black_, _0.29963900000000027
7, _alpha_beta, _white_, _0.5022280000000008
7, _alpha_beta_avl, _black_, _0.5543940000000004
8, _alpha_beta, _white_, _0.24545799999999993
8, _alpha_beta_avl, _black_, _0.3867050000000002
9, _alpha_beta, _white_, _0.261057
9, _alpha_beta_avl, _black_, _0.229912
10, _alpha_beta, _white_, _0.2709609999999999
10, _alpha_beta_avl, _black_, _0.30600600000000017
11, _alpha_beta, _white_, _0.40070100000000003
11, _alpha_beta_avl, _black_, _0.22207199999999988
12, _alpha_beta, _white_, _0.32010700000000025
12, _alpha_beta_avl, _black_, _0.4169010000000004
13, _alpha_beta, _white_, _0.140845
13, _alpha_beta_avl, _black_, _0.16403299999999998
14, _alpha_beta, _white_, _0.3210980000000001
14, _alpha_beta_avl, _black_, _0.2064499999999999
15, _alpha_beta, _white_, _0.3371700000000004
15, _alpha_beta_avl, _black_, _0.37071800000000016
16, _alpha_beta, _white_, _0.31016200000000005
16, _alpha_beta_avl, _black_, _0.3415290000000001
17, _alpha_beta, _white_, _0.5763769999999998
17, _alpha_beta_avl, _black_, _0.5052620000000007
18, _alpha_beta, _white_, _0.33809700000000004
18, _alpha_beta_avl, _black_, _0.20447999999999997
19, _alpha_beta, _white_, _0.36551300000000003
19, _alpha_beta_avl, _black_, _0.21757899999999986
20, _alpha_beta, _white_, _0.28523699999999996
20, _alpha_beta_avl, _black_, _0.4531830000000002
21, _alpha_beta, _white_, _0.13065300000000002
21, _alpha_beta_avl, _black_, _0.13762899999999997
22, _alpha_beta, _white_, _0.3281130000000002
22, _alpha_beta_avl, _black_, _0.4099660000000003
23, _alpha_beta, _white_, _0.062833
23, _alpha_beta_avl, _black_, _0.05388499999999999
24, _alpha_beta, _white_, _0.41966900000000035
24, _alpha_beta_avl, _black_, _0.3704170000000002
25, _alpha_beta, _white_, _0.3299100000000002
25, _alpha_beta_avl, _black_, _0.3864000000000003
26, _alpha_beta, _white_, _0.3217110000000002
26, _alpha_beta_avl, _black_, _0.35221300000000016
27, _alpha_beta, _white_, _0.40245700000000045
27, _alpha_beta_avl, _black_, _0.39084300000000016
28, _alpha_beta, _white_, _0.3171800000000003
28, _alpha_beta_avl, _black_, _0.5156470000000003
29, _alpha_beta, _white_, _0.3096370000000002
29, _alpha_beta_avl, _black_, _0.5095980000000002
30, _alpha_beta, _white_, _0.3804759999999998
30, _alpha_beta_avl, _black_, _0.2985350000000004
31, _alpha_beta, _white_, _0.28717900000000013
31, _alpha_beta_avl, _black_, _0.253409
32, _alpha_beta, _white_, _0.29124799999999995
32, _alpha_beta_avl, _black_, _0.26830999999999994
33, _alpha_beta, _white_, _0.1137
33, _alpha_beta_avl, _black_, _0.13460900000000003
34, _alpha_beta, _white_, _0.20951699999999998
34, _alpha_beta_avl, _black_, _0.220333
35, _alpha_beta, _white_, _0.49468600000000024
35, _alpha_beta_avl, _black_, _0.5116500000000006
36, _alpha_beta, _white_, _0.34811000000000036
36, _alpha_beta_avl, _black_, _0.40254600000000024
37, _alpha_beta, _white_, _0.437767
37, _alpha_beta_avl, _black_, _0.23640399999999986
38, _alpha_beta, _white_, _0.33900399999999997
38, _alpha_beta_avl, _black_, _0.29626800000000036
39, _alpha_beta, _white_, _0.3625510000000002
39, _alpha_beta_avl, _black_, _0.44136300000000045
40, _alpha_beta, _white_, _0.3103679999999998
40, _alpha_beta_avl, _black_, _0.3292740000000003
41, _alpha_beta, _white_, _0.32348799999999983
41, _alpha_beta_avl, _black_, _0.3036310000000001
42, _alpha_beta, _white_, _0.2622709999999999
42, _alpha_beta_avl, _black_, _0.3102960000000001
43, _alpha_beta, _white_, _0.044906
43, _alpha_beta_avl, _black_, _0.055825
44, _alpha_beta, _white_, _0.2303450000000001
44, _alpha_beta_avl, _black_, _0.22467499999999993
45, _alpha_beta, _white_, _0.17745299999999992
45, _alpha_beta_avl, _black_, _0.15107299999999993
46, _alpha_beta, _white_, _0.21489799999999998
46, _alpha_beta_avl, _black_, _0.19545100000000004
47, _alpha_beta, _white_, _0.4417390000000001
47, _alpha_beta_avl, _black_, _0.2974170000000002
48, _alpha_beta, _white_, _0.3800370000000001
48, _alpha_beta_avl, _black_, _0.23232699999999992
49, _alpha_beta, _white_, _0.42491600000000035
49, _alpha_beta_avl, _black_, _0.4347760000000004
50, _alpha_beta, _white_, _0.3652870000000002
50, _alpha_beta_avl, _black_, _0.4985040000000005
51, _alpha_beta, _white_, _0.3910229999999999
51, _alpha_beta_avl, _black_, _0.35346900000000064
52, _alpha_beta, _white_, _0.544592
52, _alpha_beta_avl, _black_, _0.2412839999999999
53, _alpha_beta, _white_, _0.3442580000000003
53, _alpha_beta_avl, _black_, _0.3243210000000001
54, _alpha_beta, _white_, _0.31827700000000025
54, _alpha_beta_avl, _black_, _0.33647300000000024
55, _alpha_beta, _white_, _0.2690840000000002
55, _alpha_beta_avl, _black_, _0.279666
56, _alpha_beta, _white_, _0.5403160000000001
56, _alpha_beta_avl, _black_, _0.32822500000000027
57, _alpha_beta, _white_, _0.3364140000000002
57, _alpha_beta_avl, _black_, _0.5090260000000001
58, _alpha_beta, _white_, _0.16931099999999993
58, _alpha_beta_avl, _black_, _0.298528
59, _alpha_beta, _white_, _0.3870460000000001
59, _alpha_beta_avl, _black_, _0.20932399999999993
60, _alpha_beta, _white_, _0.11375299999999999
60, _alpha_beta_avl, _black_, _0.033874
61, _alpha_beta, _white_, _0.19119200000000006
61, _alpha_beta_avl, _black_, _0.093796
62, _alpha_beta, _white_, _0.46537900000000026
62, _alpha_beta_avl, _black_, _0.28919299999999976
63, _alpha_beta, _white_, _0.4695040000000005
63, _alpha_beta_avl, _black_, _0.36061400000000043
64, _alpha_beta, _white_, _0.35017499999999996
64, _alpha_beta_avl, _black_, _0.21473099999999995
65, _alpha_beta, _white_, _0.05883800000000001
