game_number, agent_type, agent_color, agent_decision_time
0, _alpha_beta, _white_, _0.14369999999999997
0, _alpha_beta_hash, _black_, _0.444843
1, _alpha_beta, _white_, _0.2301869999999998
1, _alpha_beta_hash, _black_, _0.4149370000000003
2, _alpha_beta, _white_, _0.40682400000000035
2, _alpha_beta_hash, _black_, _0.367178
3, _alpha_beta, _white_, _0.5457339999999999
3, _alpha_beta_hash, _black_, _0.22916899999999982
4, _alpha_beta, _white_, _0.3405059999999999
4, _alpha_beta_hash, _black_, _0.2711620000000001
5, _alpha_beta, _white_, _0.33968400000000026
5, _alpha_beta_hash, _black_, _0.49826000000000037
6, _alpha_beta, _white_, _0.2961829999999998
6, _alpha_beta_hash, _black_, _0.3206580000000003
7, _alpha_beta, _white_, _0.18547999999999995
7, _alpha_beta_hash, _black_, _0.2986479999999999
8, _alpha_beta, _white_, _0.23497499999999985
8, _alpha_beta_hash, _black_, _0.3141190000000001
9, _alpha_beta, _white_, _0.33429799999999993
9, _alpha_beta_hash, _black_, _0.239013
10, _alpha_beta, _white_, _0.30259700000000034
10, _alpha_beta_hash, _black_, _0.473785
11, _alpha_beta, _white_, _0.2523809999999998
11, _alpha_beta_hash, _black_, _0.3515660000000002
12, _alpha_beta, _white_, _0.31591000000000025
12, _alpha_beta_hash, _black_, _0.38990300000000006
13, _alpha_beta, _white_, _0.2897470000000002
13, _alpha_beta_hash, _black_, _0.3343000000000002
14, _alpha_beta, _white_, _0.14465500000000003
14, _alpha_beta_hash, _black_, _0.14022999999999997
15, _alpha_beta, _white_, _0.35423000000000004
15, _alpha_beta_hash, _black_, _0.25700500000000004
16, _alpha_beta, _white_, _0.49517600000000045
16, _alpha_beta_hash, _black_, _0.4098510000000008
17, _alpha_beta, _white_, _0.3223499999999999
17, _alpha_beta_hash, _black_, _0.16804799999999995
18, _alpha_beta, _white_, _0.2894900000000002
18, _alpha_beta_hash, _black_, _0.280631
19, _alpha_beta, _white_, _0.30558599999999997
19, _alpha_beta_hash, _black_, _0.5185970000000003
20, _alpha_beta, _white_, _0.13986099999999999
20, _alpha_beta_hash, _black_, _0.146899
21, _alpha_beta, _white_, _0.29477900000000007
21, _alpha_beta_hash, _black_, _0.2203089999999999
22, _alpha_beta, _white_, _0.5932670000000007
22, _alpha_beta_hash, _black_, _0.30767800000000023
23, _alpha_beta, _white_, _0.3511250000000001
23, _alpha_beta_hash, _black_, _0.3858790000000003
24, _alpha_beta, _white_, _0.20243499999999992
24, _alpha_beta_hash, _black_, _0.3172060000000001
25, _alpha_beta, _white_, _0.14560199999999995
25, _alpha_beta_hash, _black_, _0.198442
26, _alpha_beta, _white_, _0.43778500000000026
26, _alpha_beta_hash, _black_, _0.31822200000000017
27, _alpha_beta, _white_, _0.27193600000000007
27, _alpha_beta_hash, _black_, _0.348265
