game_number	agent_type	agent_color	agent_depth	agent_num_moves	agent_decision_time	game_result
0	alphabeta1	white	1	15	0.168892	-1
0	alphabeta2	black	2	15	5.203845	1
1	alphabeta1	white	1	6	0.042022000000000004	-1
1	alphabeta2	black	2	6	1.7093999999999998	1
2	alphabeta1	white	1	4	0.035343	-1
2	alphabeta2	black	2	4	1.134722	1
3	alphabeta1	white	1	14	0.09622700000000001	-1
3	alphabeta2	black	2	14	5.529279	1
4	alphabeta1	white	1	16	0.13571	1
4	alphabeta2	black	2	16	5.706222000000001	-1
5	alphabeta1	white	1	22	0.19266899999999998	-1
5	alphabeta2	black	2	22	9.828998999999998	1
6	alphabeta1	white	1	5	0.044303	-1
6	alphabeta2	black	2	5	1.41823	1
7	alphabeta1	white	1	30	0.19883299999999995	-1
7	alphabeta2	black	2	30	11.397343999999997	1
8	alphabeta1	white	1	46	0.2738649999999999	-1
8	alphabeta2	black	2	46	15.298252	1
9	alphabeta1	white	1	31	0.27708400000000005	-1
9	alphabeta2	black	2	31	13.401519999999998	1
10	alphabeta1	white	1	11	0.111168	-1
10	alphabeta2	black	2	11	5.116292	1
11	alphabeta1	white	1	20	0.217282	-1
11	alphabeta2	black	2	20	8.560531	1
12	alphabeta1	white	1	12	0.124892	-1
12	alphabeta2	black	2	12	5.591069	1
13	alphabeta1	white	1	21	0.164127	-1
13	alphabeta2	black	2	21	8.068006	1
14	alphabeta1	white	1	44	0.38845400000000013	-1
14	alphabeta2	black	2	44	16.156149999999997	1
15	alphabeta1	white	1	25	0.26329199999999997	-1
15	alphabeta2	black	2	25	10.016900999999999	1
16	alphabeta1	white	1	4	0.034608	-1
16	alphabeta2	black	2	4	0.785799	1
17	alphabeta1	white	1	3	0.026484	-1
17	alphabeta2	black	2	3	0.767889	1
18	alphabeta1	white	1	35	0.25249399999999994	-1
18	alphabeta2	black	2	35	11.461031	1
19	alphabeta1	white	1	24	0.229946	-1
19	alphabeta2	black	2	24	11.538136	1
20	alphabeta1	white	1	37	0.30773900000000004	-1
20	alphabeta2	black	2	37	12.554373999999997	1
21	alphabeta1	white	1	12	0.101755	-1
21	alphabeta2	black	2	12	4.96771	1
22	alphabeta1	white	1	25	0.172899	-1
22	alphabeta2	black	2	25	10.832649000000002	1
23	alphabeta1	white	1	23	0.18860400000000002	-1
23	alphabeta2	black	2	23	11.179006	1
24	alphabeta1	white	1	30	0.3225820000000001	-1
24	alphabeta2	black	2	30	14.894072000000003	1
25	alphabeta1	white	1	4	0.03446	-1
25	alphabeta2	black	2	4	1.104248	1
26	alphabeta1	white	1	253	0.7898240000000005	-1
26	alphabeta2	black	2	253	36.186209999999996	1
27	alphabeta1	white	1	30	0.18445700000000004	-1
27	alphabeta2	black	2	30	10.793573999999998	1
28	alphabeta1	white	1	4	0.033961000000000005	-1
28	alphabeta2	black	2	4	0.7877200000000001	1
29	alphabeta1	white	1	13	0.122547	-1
29	alphabeta2	black	2	13	5.283669	1
30	alphabeta1	white	1	4	0.037372999999999997	-1
30	alphabeta2	black	2	4	0.841882	1
31	alphabeta1	white	1	4	0.038113	-1
31	alphabeta2	black	2	4	1.000888	1
32	alphabeta1	white	1	25	0.211728	-1
32	alphabeta2	black	2	25	12.840986	1
33	alphabeta1	white	1	15	0.160425	-1
33	alphabeta2	black	2	15	6.182356000000001	1
34	alphabeta1	white	1	3	0.026410999999999997	-1
34	alphabeta2	black	2	3	0.468867	1
35	alphabeta1	white	1	4	0.035167000000000004	-1
35	alphabeta2	black	2	4	0.655509	1
36	alphabeta1	white	1	4	0.034618	-1
36	alphabeta2	black	2	4	0.888214	1
37	alphabeta1	white	1	4	0.037286	-1
37	alphabeta2	black	2	4	0.8334689999999999	1
38	alphabeta1	white	1	24	0.21005700000000002	-1
38	alphabeta2	black	2	24	10.631501	1
39	alphabeta1	white	1	22	0.17326700000000003	-1
39	alphabeta2	black	2	22	8.879388	1
40	alphabeta1	white	1	29	0.269259	-1
40	alphabeta2	black	2	29	16.923548999999998	1
41	alphabeta1	white	1	32	0.28433100000000006	1
41	alphabeta2	black	2	32	9.427862	-1
42	alphabeta1	white	1	4	0.034218000000000005	-1
42	alphabeta2	black	2	4	1.117754	1
43	alphabeta1	white	1	257	0.9602100000000001	0
43	alphabeta2	black	2	257	28.645391000000014	0
44	alphabeta1	white	1	11	0.10886599999999999	-1
44	alphabeta2	black	2	11	4.542752	1
45	alphabeta1	white	1	32	0.2587519999999999	-1
45	alphabeta2	black	2	32	12.112774	1
46	alphabeta1	white	1	17	0.166962	-1
46	alphabeta2	black	2	17	8.938575	1
47	alphabeta1	white	1	28	0.20977800000000005	-1
47	alphabeta2	black	2	28	9.499777	1
48	alphabeta1	white	1	28	0.2947759999999999	-1
48	alphabeta2	black	2	28	13.287327	1
49	alphabeta1	white	1	3	0.026104	-1
49	alphabeta2	black	2	3	0.564293	1
50	alphabeta1	white	1	14	0.122005	-1
50	alphabeta2	black	2	14	5.039753	1
51	alphabeta1	white	1	76	0.37729100000000015	-1
51	alphabeta2	black	2	76	12.521327999999999	1
52	alphabeta1	white	1	54	0.3046290000000001	-1
52	alphabeta2	black	2	54	15.194311	1
53	alphabeta1	white	1	3	0.026816	-1
53	alphabeta2	black	2	3	0.6945950000000001	1
54	alphabeta1	white	1	25	0.23380700000000001	-1
54	alphabeta2	black	2	25	11.941181	1
55	alphabeta1	white	1	20	0.151099	-1
55	alphabeta2	black	2	20	5.354888999999999	1
56	alphabeta1	white	1	26	0.34057699999999996	-1
56	alphabeta2	black	2	26	14.686850000000002	1
57	alphabeta1	white	1	23	0.16934699999999997	-1
57	alphabeta2	black	2	23	9.217148000000002	1
58	alphabeta1	white	1	6	0.056756	-1
58	alphabeta2	black	2	6	2.458487	1
59	alphabeta1	white	1	3	0.026237000000000003	-1
59	alphabeta2	black	2	3	0.536485	1
60	alphabeta1	white	1	4	0.034854	-1
60	alphabeta2	black	2	4	1.1440649999999999	1
61	alphabeta1	white	1	13	0.121271	-1
61	alphabeta2	black	2	13	5.496055	1
62	alphabeta1	white	1	22	0.22191099999999997	-1
62	alphabeta2	black	2	22	10.723527	1
63	alphabeta1	white	1	22	0.22170299999999998	-1
63	alphabeta2	black	2	22	11.089921	1
64	alphabeta1	white	1	4	0.034645	-1
64	alphabeta2	black	2	4	0.7749189999999999	1
65	alphabeta1	white	1	35	0.24401200000000003	-1
65	alphabeta2	black	2	35	14.067924999999999	1
66	alphabeta1	white	1	4	0.036365	-1
66	alphabeta2	black	2	4	0.97846	1
67	alphabeta1	white	1	24	0.18340399999999996	-1
67	alphabeta2	black	2	24	12.684256	1
68	alphabeta1	white	1	45	0.29687099999999994	-1
68	alphabeta2	black	2	45	11.216781000000003	1
69	alphabeta1	white	1	4	0.035081	-1
69	alphabeta2	black	2	4	1.0511370000000002	1
70	alphabeta1	white	1	19	0.166161	-1
70	alphabeta2	black	2	19	9.402015999999998	1
71	alphabeta1	white	1	163	0.5762420000000001	-1
71	alphabeta2	black	2	163	21.699256999999996	1
72	alphabeta1	white	1	3	0.026929999999999996	-1
